,y_test,predictions,errors
0,0.6222,0.6254346966743469,0.0032346966743469485
1,0.62234,0.6254717707633972,0.0031317707633972125
2,0.62247,0.6255455613136292,0.0030755613136291826
3,0.62261,0.6256482005119324,0.0030382005119323763
4,0.62274,0.6258034706115723,0.0030634706115723054
5,0.62288,0.6259543895721436,0.0030743895721435655
6,0.6230100000000001,0.6260937452316284,0.0030837452316283542
7,0.6231399999999999,0.6262441873550415,0.0031041873550415877
8,0.6232800000000001,0.6264248490333557,0.0031448490333556567
9,0.62341,0.6265984177589417,0.0031884177589416307
10,0.62355,0.626742959022522,0.003192959022521924
11,0.62368,0.6268779635429382,0.0031979635429382203
12,0.6238199999999998,0.627026379108429,0.003206379108429136
13,0.6239499999999999,0.627206563949585,0.0032565639495850673
14,0.6240899999999999,0.627376914024353,0.0032869140243531048
15,0.62422,0.6275310516357422,0.0033110516357421904
16,0.62435,0.6276835799217224,0.0033335799217224515
17,0.62449,0.6278258562088013,0.00333585620880128
18,0.62462,0.6279529333114624,0.0033329333114624493
19,0.62476,0.6280521154403687,0.0032921154403686703
20,0.62489,0.6281437873840332,0.0032537873840332576
21,0.62503,0.6282228827476501,0.003192882747650172
22,0.62516,0.6282991766929626,0.0031391766929625975
23,0.62529,0.6283666491508484,0.003076649150848376
24,0.62543,0.6284230947494507,0.002993094749450642
25,0.62556,0.6284728050231934,0.0029128050231933544
26,0.6257,0.6285254955291748,0.0028254955291747708
27,0.6258300000000001,0.6286126971244812,0.0027826971244810927
28,0.62597,0.6287201642990112,0.002750164299011204
29,0.6261,0.6288588643074036,0.0027588643074035746
30,0.62624,0.6290009021759033,0.0027609021759033014
31,0.62637,0.6291165947914124,0.002746594791412371
32,0.6265,0.629209578037262,0.002709578037262017
33,0.6266399999999999,0.629299521446228,0.0026595214462281636
34,0.6267699999999999,0.6293785572052002,0.002608557205200257
35,0.6269100000000002,0.6294668912887573,0.002556891288757135
36,0.6270399999999999,0.6295813322067261,0.0025413322067261435
37,0.6271800000000001,0.6297183632850647,0.0025383632850646265
38,0.62731,0.62983638048172,0.0025263804817199365
39,0.62745,0.6299922466278076,0.002542246627807665
40,0.62758,0.6301755309104919,0.0025955309104919166
41,0.6277100000000001,0.6303865313529968,0.002676531352996725
42,0.62785,0.6305961012840271,0.0027461012840270804
43,0.62798,0.6308161020278931,0.0028361020278930837
44,0.62812,0.6310486197471619,0.0029286197471618536
45,0.62825,0.6312622427940369,0.00301224279403689
46,0.62839,0.6314719319343567,0.0030819319343566853
47,0.6285199999999999,0.6316551566123962,0.0031351566123963837
48,0.6286600000000001,0.631816029548645,0.003156029548644912
49,0.62879,0.6319459080696106,0.0031559080696106356
50,0.62892,0.6320437788963318,0.0031237788963317525
51,0.6290600000000001,0.6321055293083191,0.0030455293083190282
52,0.6291899999999999,0.6321478486061096,0.002957848606109703
53,0.6293300000000001,0.6321954727172852,0.0028654727172851002
54,0.62946,0.6322592496871948,0.0027992496871948047
55,0.6295999999999999,0.6323312520980835,0.0027312520980835586
56,0.62973,0.6324169635772705,0.002686963577270496
57,0.6298600000000001,0.6325381398200989,0.0026781398200987905
58,0.63,0.6326842904090881,0.0026842904090881303
59,0.63013,0.6328310370445251,0.0027010370445251786
60,0.63027,0.6329849362373352,0.002714936237335208
61,0.6303999999999998,0.6331647634506226,0.0027647634506227092
62,0.63054,0.6333484649658203,0.002808464965820323
63,0.63067,0.633534848690033,0.002864848690033006
64,0.63081,0.6337505578994751,0.002940557899475116
65,0.63094,0.6339741349220276,0.0030341349220276426
66,0.63107,0.6342216730117798,0.0031516730117797653
67,0.63121,0.6344790458679199,0.003269045867919873
68,0.63134,0.6347509622573853,0.0034109622573852416
69,0.6314800000000002,0.634983241558075,0.003503241558074799
70,0.63161,0.6351584196090698,0.0035484196090698195
71,0.63175,0.6353341341018677,0.003584134101867642
72,0.63188,0.6355084776878357,0.003628477687835696
73,0.63202,0.6356731057167053,0.003653105716705296
74,0.63215,0.6358118057250977,0.0036618057250976666
75,0.6322800000000001,0.6359387636184692,0.003658763618469174
76,0.63242,0.6360617280006409,0.003641728000640887
77,0.63255,0.6361746191978455,0.0036246191978455133
78,0.63269,0.636269211769104,0.0035792117691040293
79,0.6328199999999999,0.6363346576690674,0.0035146576690674447
80,0.6329600000000001,0.6364008188247681,0.0034408188247679883
81,0.6330899999999999,0.6364719867706299,0.0033819867706299522
82,0.6332300000000001,0.6365447044372559,0.0033147044372557888
83,0.6333600000000001,0.6365889310836792,0.003228931083679054
84,0.63349,0.6366264224052429,0.0031364224052429224
85,0.63363,0.6366719603538513,0.003041960353851292
86,0.63376,0.6367282867431641,0.0029682867431640725
87,0.6339,0.6368085145950317,0.0029085145950317193
88,0.63403,0.6369022130966187,0.00287221309661867
89,0.6341699999999999,0.6370147466659546,0.0028447466659546894
90,0.6343,0.637128472328186,0.00282847232818606
91,0.63443,0.6372617483139038,0.002831748313903759
92,0.63457,0.6373916864395142,0.0028216864395141927
93,0.6347,0.6375013589859009,0.002801358985900837
94,0.63484,0.6376362442970276,0.002796244297027628
95,0.63497,0.6377645134925842,0.002794513492584194
96,0.6351100000000001,0.6378759145736694,0.00276591457366937
97,0.6352399999999999,0.637973427772522,0.002733427772522057
98,0.6353800000000001,0.6381001472473145,0.0027201472473143973
99,0.63551,0.638245701789856,0.0027357017898559377
100,0.63564,0.6384015083312988,0.0027615083312988453
101,0.63578,0.6385660171508789,0.0027860171508788945
102,0.6359100000000001,0.6387290358543396,0.0028190358543395133
103,0.6360499999999999,0.6388698816299438,0.0028198816299439544
104,0.63618,0.6389966607093811,0.0028166607093811358
105,0.63632,0.6391236186027527,0.002803618602752689
106,0.63645,0.6392377018928528,0.002787701892852823
107,0.63659,0.639374315738678,0.0027843157386779893
108,0.63672,0.6395345330238342,0.002814533023834276
109,0.63685,0.6397231817245483,0.0028731817245483127
110,0.6369900000000001,0.6399381160736084,0.0029481160736083423
111,0.63712,0.6401169300079346,0.0029969300079345507
112,0.63726,0.6403079628944397,0.0030479628944396486
113,0.63739,0.6404908299446106,0.0031008299446105836
114,0.63753,0.6406577825546265,0.0031277825546264237
115,0.63766,0.6408141851425171,0.0031541851425170853
116,0.63779,0.640986979007721,0.003196979007720979
117,0.6379300000000001,0.6411310434341431,0.0032010434341429583
118,0.6380600000000002,0.6412779092788696,0.0032179092788694463
119,0.6382,0.6414240598678589,0.003224059867858897
120,0.6383300000000001,0.641567587852478,0.0032375878524779633
121,0.63847,0.6417231559753418,0.003253155975341815
122,0.6386,0.6418631076812744,0.0032631076812744686
123,0.63874,0.6419773101806641,0.003237310180664088
124,0.6388699999999999,0.6420935988426208,0.0032235988426209117
125,0.639,0.6422132849693298,0.0032132849693298215
126,0.6391399999999999,0.642353355884552,0.0032133558845520716
127,0.63927,0.6424933075904846,0.0032233075904846142
128,0.63941,0.6426333785057068,0.003223378505706753
129,0.63954,0.6427919268608093,0.003251926860809329
130,0.63968,0.6429592967033386,0.0032792967033385967
131,0.6398100000000001,0.6431306600570679,0.0033206600570677702
132,0.63995,0.6433343887329102,0.0033843887329101374
133,0.64008,0.6435248851776123,0.0034448851776123224
134,0.6402100000000001,0.6436959505081177,0.003485950508117619
135,0.64035,0.6438838839530945,0.0035338839530945076
136,0.64048,0.6440700888633728,0.0035900888633727535
137,0.6406199999999999,0.6442481279373169,0.0036281279373170383
138,0.6407499999999999,0.6444094181060791,0.003659418106079171
139,0.64089,0.6445453763008118,0.003655376300811808
140,0.64102,0.644688606262207,0.003668606262206997
141,0.6411600000000001,0.6448038220405579,0.003643822040557798
142,0.6412899999999999,0.6448913812637329,0.0036013812637329945
143,0.64142,0.6449537873268127,0.003533787326812754
144,0.64156,0.6450335383415222,0.0034735383415221976
145,0.6416900000000001,0.6451099514961243,0.003419951496124174
146,0.64183,0.6452126502990723,0.003382650299072254
147,0.6419600000000001,0.6453375816345215,0.0033775816345213983
148,0.6421,0.6454896330833435,0.0033896330833435018
149,0.64223,0.645648181438446,0.0034181814384460774
150,0.64236,0.6457803845405579,0.0034203845405578193
151,0.6424999999999998,0.6459082365036011,0.003408236503601225
152,0.6426299999999999,0.646007776260376,0.003377776260376053
153,0.64277,0.6461084485054016,0.003338448505401659
154,0.6429,0.6461742520332336,0.0032742520332336156
155,0.64304,0.6462386846542358,0.003198684654235895
156,0.64317,0.6463558077812195,0.003185807781219463
157,0.64331,0.6464443802833557,0.0031343802833556644
158,0.64344,0.6465231776237488,0.0030831776237487674
159,0.64357,0.6466250419616699,0.0030550419616699465
160,0.64371,0.6467625498771667,0.0030525498771667436
161,0.64384,0.6469060182571411,0.0030660182571411454
162,0.64398,0.6470547914505005,0.0030747914505004914
163,0.6441100000000001,0.6472375392913818,0.0031275392913817646
164,0.64425,0.6474500894546509,0.0032000894546508896
165,0.6443800000000001,0.6476837396621704,0.0033037396621703463
