0.59978,0.5998
0.59965,0.59967
0.59956,0.59951
0.59927,0.59951
0.59917,0.59932
0.59903,0.5992
0.5989,0.59906
0.59876,0.59887
0.59862,0.59874
0.59846,0.59855
0.59836,0.59845
0.59813,0.59821
0.59806,0.59814
0.5979,0.59798
0.59777,0.59785
0.5976,0.59768
0.59741,0.59751
0.59741,0.59747
0.59725,0.59732
0.59713,0.59719
0.59694,0.59702
0.59677,0.59687
0.59662,0.59672
0.59646,0.59657
0.59628,0.59641
0.59616,0.59628
0.59607,0.59618
0.59589,0.59601
0.59576,0.59588
0.59553,0.59569
0.59541,0.59556
0.59536,0.59549
0.59525,0.59537
0.5951,0.59522
0.59503,0.59514
0.59494,0.59503
0.59488,0.59496
0.59476,0.59483
0.59464,0.59471
0.59451,0.59458
0.59439,0.59446
0.59418,0.59426
0.59407,0.59415
0.59391,0.59399
0.59377,0.59385
0.59361,0.59369
0.59341,0.59349
0.59329,0.59337
0.59315,0.59323
0.59299,0.59307
0.59307,0.59301
0.59306,0.593
0.59311,0.59302
0.593,0.59297
0.593,0.59296
0.5929,0.5929
0.59297,0.59295
0.59299,0.59297
0.59288,0.59286
0.59287,0.59285
0.59282,0.59279
0.59284,0.59281
0.59282,0.59278
0.59278,0.5927
0.59279,0.59273
0.59279,0.59273
0.59281,0.59278
0.59282,0.59279
0.59282,0.59282
0.59284,0.59289
0.59284,0.5929
0.59284,0.59291
0.59283,0.59287
0.59282,0.59281
0.59282,0.59279
0.59282,0.5928
0.59283,0.59287
0.59283,0.59288
0.59282,0.59283
0.59283,0.5929
0.59282,0.59284
0.59282,0.59283
0.59282,0.59283
0.59282,0.59286
0.59282,0.59288
0.59282,0.59285
0.59282,0.59284
0.59282,0.59286
0.59281,0.59281
0.59281,0.59274
0.59281,0.59268
0.59281,0.59262
0.59281,0.59263
0.59281,0.59269
0.59281,0.59274
0.59281,0.59273
0.5928,0.59269
0.5928,0.59268
0.5928,0.59261
0.5928,0.59263
0.59285,0.59254
0.59277,0.59251
0.59273,0.5924
0.59267,0.59234
0.59261,0.59224
0.59254,0.59222
0.59248,0.59214
0.59241,0.59208
0.59235,0.59199
0.59228,0.59191
0.59222,0.59184
0.59215,0.59176
0.59208,0.59162
0.59203,0.59165
0.59196,0.59156
0.59191,0.59155
0.5918,0.59137
0.59174,0.59129
0.59166,0.59118
0.5916,0.59112
0.59152,0.59103
0.59141,0.59087
0.59135,0.59079
0.5913,0.59078
0.59127,0.59078
0.59123,0.59078
0.59118,0.59075
0.59112,0.59069
0.59107,0.59065
0.59098,0.59053
0.59089,0.59042
0.59081,0.59033
0.59076,0.59029
0.59067,0.59017
0.59058,0.59007
0.59052,0.59002
0.59039,0.58984
0.59033,0.58977
0.59026,0.58969
0.59019,0.58962
0.59013,0.58957
0.59012,0.58959
0.59004,0.58951
0.59001,0.5895
0.58993,0.58941
0.58985,0.58931
0.58976,0.58921
0.58973,0.58919
0.58968,0.58917
0.58962,0.58911
0.58956,0.58904
0.58957,0.58905
0.58952,0.58901
0.58947,0.58897
0.58944,0.58894
0.58942,0.58891
0.58937,0.58886
0.5894,0.58889
0.58942,0.58891
0.58939,0.58887
0.5894,0.58889
0.58943,0.58893
0.58947,0.58899
0.5895,0.58905
0.58948,0.58902
0.58946,0.58897
0.58946,0.58896
0.58946,0.58898
0.58945,0.58894
0.58944,0.58891
0.58944,0.58892
0.58942,0.58886
0.58942,0.58887
0.58942,0.58888
0.58945,0.58893
0.58946,0.58896
0.58947,0.58899
0.58948,0.58902
0.58946,0.58897
0.58945,0.58893
0.58945,0.58892
0.58941,0.58883
0.58938,0.58873
0.5894,0.58879
0.58942,0.58886
0.5894,0.58881
0.58941,0.58884
0.58941,0.58881
0.58942,0.58885
0.58945,0.58894
0.58944,0.58892
0.58942,0.58886
0.58942,0.58886
0.58942,0.58885
0.58941,0.58883
0.58942,0.58885
0.58938,0.58874
0.58938,0.58873
0.58939,0.58876
0.58939,0.58874
0.58906,0.58889
0.58872,0.58858
0.58834,0.58829
0.58788,0.58807
0.58742,0.58787
0.58711,0.58754
0.58675,0.58727
0.58641,0.58698
0.58608,0.58669
0.58576,0.58638
0.58544,0.58606
0.58512,0.58573
0.5848,0.58541
0.58449,0.5851
0.5842,0.58487
0.58392,0.58462
0.58361,0.58432
0.58328,0.58399
0.58293,0.58363
0.58262,0.58332
0.58227,0.58298
0.582,0.5827
0.58173,0.58244
0.58124,0.58196
0.5809,0.58163
0.58055,0.58129
0.58024,0.58098
0.58003,0.58075
0.57959,0.58033
0.57924,0.57999
0.57893,0.57968
0.57848,0.57926
0.57808,0.57889
0.57773,0.57855
0.57743,0.57824
0.57703,0.57787
0.5766,0.57747
0.57629,0.57716
0.57593,0.57681
0.57558,0.57647
0.57531,0.57619
0.57494,0.57583
0.57456,0.57548
0.57441,0.57527
0.5741,0.57496
0.57391,0.57474
0.57364,0.57445
0.57318,0.57403
0.57294,0.57377
0.57264,0.57346
0.57227,0.57311
0.57193,0.57278
0.57158,0.57244
0.57139,0.57221
0.57109,0.5719
0.57093,0.57169
0.57057,0.57134
0.57011,0.57094
0.56983,0.57064
0.56953,0.57034
0.56903,0.5699
0.56874,0.5696
0.5684,0.56927
0.56814,0.56899
0.56765,0.56856
0.5674,0.56829
0.56706,0.56795
0.56679,0.56767
0.56643,0.56732
0.56601,0.56693
0.56558,0.56655
0.56527,0.56623
0.56506,0.56599
0.56462,0.56559
0.56435,0.5653
0.56407,0.56501
0.56379,0.56472
0.56344,0.56438
0.5631,0.56405
0.56272,0.56369
0.56244,0.56339
0.56194,0.56296
0.5616,0.56263
0.5611,0.56219
0.56071,0.56183
0.56038,0.5615
0.55993,0.5611
0.55982,0.56092
0.55945,0.56056
0.55906,0.5602
0.55895,0.56002
0.55868,0.55974
0.55829,0.55937
0.55802,0.55908
0.55773,0.55879
0.5574,0.55846
0.55691,0.55803
0.55665,0.55775
0.55641,0.55748
0.556,0.55711
0.5557,0.5568
0.55517,0.55635
0.55464,0.55589
0.55435,0.55559
0.55403,0.55527
0.55382,0.55502
0.55346,0.55468
0.55314,0.55436
0.55274,0.55399
0.5526,0.55379
0.55209,0.55335
0.55167,0.55296
0.5514,0.55268
0.5509,0.55224
0.55063,0.55196
0.55042,0.55171
0.5502,0.55146
0.54981,0.55109
0.54957,0.55082
0.54919,0.55047
0.54884,0.55013
0.54851,0.5498
0.54802,0.54938
0.54785,0.54916
0.54768,0.54893
0.54742,0.54865
0.54714,0.54836
0.54681,0.54804
0.54643,0.54768
0.54614,0.54738
0.5458,0.54705
0.54566,0.54685
0.54529,0.54649
0.54484,0.54609
0.54439,0.54569
0.54414,0.54542
0.54366,0.545
0.54342,0.54473
0.5431,0.54441
0.54263,0.544
0.5423,0.54367
0.54183,0.54326
0.54156,0.54297
0.54123,0.54264
0.54094,0.54234
0.54074,0.5421
0.54029,0.5417
0.53994,0.54137
0.53968,0.54108
0.53921,0.54067
0.53897,0.5404
0.53874,0.54014
0.53829,0.53974
0.53794,0.5394
0.53744,0.53897
0.537,0.53857
0.53672,0.53828
0.53632,0.53791
0.53617,0.5377
0.53582,0.53737
0.53546,0.53702
0.53515,0.53671
0.53485,0.5364
0.53451,0.53607
0.53424,0.53579
0.53375,0.53536
0.53332,0.53497
0.53293,0.53461
0.53247,0.53421
0.53225,0.53395
0.53188,0.5336
0.53187,0.53348
0.53153,0.53314
0.53131,0.53289
0.53112,0.53265
0.53107,0.53251
0.53089,0.53227
0.53053,0.53193
0.53023,0.53163
0.52988,0.53128
0.52967,0.53104
0.52944,0.53078
0.5291,0.53044
0.52881,0.53015
0.52842,0.52978
0.52809,0.52946
0.52775,0.52913
0.52733,0.52875
0.52685,0.52833
0.52649,0.52798
0.52617,0.52767
0.52611,0.52751
0.52577,0.52718
0.52555,0.52692
0.52519,0.52658
0.52491,0.52629
0.52466,0.52601
0.52435,0.5257
0.52412,0.52543
0.52368,0.52504
0.5234,0.52477
0.52298,0.52435
0.52268,0.52403
0.52232,0.52366
0.52187,0.52323
0.52149,0.52283
0.52102,0.52238
0.52062,0.52198
0.52036,0.52166
0.51988,0.52121
0.51942,0.52076
0.51889,0.52028
