t,ture_soc,EKF_wucha,UKF_wucha
7613.1,0.56717,0.00079912,5.0881e-05
7613.4,0.56714,0.00077051,2.2275e-05
7614,0.56709,0.00081094,6.2735e-05
7614.3,0.56706,0.00078233,3.4129e-05
7614.9,0.567,0.00072512,-2.3083e-05
7615,0.56699,0.00081335,6.5066e-05
7615.1,0.56698,0.00079905,5.0763e-05
7615.4,0.56695,0.00077044,2.2157e-05
7616,0.5669,0.00081291,6.4676e-05
7616.3,0.56687,0.0007843,3.607e-05
7616.9,0.56681,0.00072709,-2.1142e-05
7617,0.5668,0.00081214,6.4032e-05
7617.1,0.56679,0.00079784,4.9729e-05
7617.4,0.56676,0.00076923,2.1123e-05
7618,0.56671,0.00081102,6.3066e-05
7618.3,0.56668,0.00078242,3.446e-05
7618.9,0.56662,0.0007252,-2.2752e-05
7619,0.56661,0.00081029,6.2477e-05
7619.1,0.5666,0.00079599,4.8174e-05
7619.4,0.56657,0.00076738,1.9568e-05
7620,0.56652,0.00080632,5.8838e-05
7620.3,0.56649,0.00077771,3.0232e-05
7620.9,0.56643,0.0007205,-2.698e-05
7621,0.56642,0.00080492,5.767e-05
7621.5,0.56637,0.00075724,9.9933e-06
7622,0.56632,0.00079824,5.151e-05
7622.3,0.5663,0.00076963,2.2904e-05
7622.9,0.56624,0.00071242,-3.4308e-05
7623,0.56623,0.00079968,5.3059e-05
7623.5,0.56618,0.000752,5.3827e-06
7624,0.56613,0.00080663,5.9661e-05
7624.3,0.56611,0.00077802,3.1055e-05
7624.9,0.56605,0.00072081,-2.6157e-05
7625,0.56604,0.00080635,5.9349e-05
7625.5,0.56599,0.00075868,1.1673e-05
7626,0.56594,0.00080988,6.2696e-05
7626.3,0.56591,0.00078128,3.409e-05
7626.9,0.56586,0.00072406,-2.3122e-05
7627,0.56585,0.00080511,5.8202e-05
7627.5,0.5658,0.00075744,1.0525e-05
7628,0.56575,0.00080419,5.7453e-05
7628.3,0.56572,0.00077558,2.8847e-05
7628.9,0.56567,0.00071837,-2.8365e-05
7629,0.56566,0.00080834,6.145e-05
7629.5,0.56561,0.00076066,1.3773e-05
7630,0.56556,0.00080415,5.7505e-05
7630.3,0.56553,0.00077555,2.8899e-05
7630.9,0.56548,0.00071834,-2.8313e-05
7631,0.56547,0.00080436,5.7805e-05
7631.5,0.56542,0.00075668,1.0128e-05
7632,0.56537,0.00080891,6.2154e-05
7632.3,0.56534,0.0007803,3.3548e-05
7632.9,0.56529,0.00072309,-2.3664e-05
7633,0.56528,0.00081049,6.3617e-05
7633.5,0.56523,0.00076281,1.594e-05
7634,0.56518,0.00081249,6.5505e-05
7634.3,0.56515,0.00078388,3.6899e-05
7634.9,0.56509,0.00072667,-2.0313e-05
7635,0.56509,0.00080993,6.3095e-05
7635.5,0.56504,0.00076225,1.5418e-05
7636,0.56499,0.00081895,7.1666e-05
7636.3,0.56496,0.00079034,4.306e-05
7636.9,0.5649,0.00073313,-1.4152e-05
7637,0.56489,0.0008165,6.927e-05
7637.5,0.56485,0.00076883,2.1594e-05
7638,0.5648,0.00081229,6.535e-05
7639,0.5647,0.00081712,7.0018e-05
7640,0.56461,0.00081761,7.0468e-05
7641,0.56451,0.00082359,7.6122e-05
7642,0.56442,0.00081614,6.9042e-05
7643,0.56432,0.00082311,7.5755e-05
7644,0.56423,0.00082154,7.4225e-05
7645,0.56413,0.00082655,7.8997e-05
7646,0.56404,0.00082126,7.3976e-05
7647,0.56394,0.00082135,7.4166e-05
7648,0.56385,0.000821,7.3904e-05
7649,0.56375,0.00081481,6.8133e-05
7650,0.56366,0.00081608,6.9499e-05
7650.3,0.56366,0.00081608,6.9499e-05
7650.9,0.56366,0.00081608,6.9499e-05
7651,0.56366,0.00081399,6.7609e-05
7651.5,0.56366,0.00081399,6.7609e-05
7652,0.56366,0.00080891,6.2927e-05
7652.3,0.56366,0.00080891,6.2927e-05
7652.9,0.56366,0.00080891,6.2927e-05
7653,0.56366,0.00080338,5.7891e-05
7653.5,0.56366,0.00080338,5.7891e-05
7654,0.56366,0.00080016,5.5052e-05
7654.3,0.56366,0.00080016,5.5052e-05
7654.9,0.56366,0.00080016,5.5052e-05
7655,0.56366,0.00078875,4.4496e-05
7655.5,0.56366,0.00078875,4.4496e-05
7656,0.56366,0.00079638,5.195e-05
7656.3,0.56366,0.00079638,5.195e-05
7656.9,0.56366,0.00079638,5.195e-05
7657,0.56366,0.00079341,4.9157e-05
7657.5,0.56366,0.00079341,4.9157e-05
7658,0.56366,0.00079996,5.5408e-05
7658.3,0.56366,0.00079996,5.5408e-05
7658.9,0.56366,0.00079996,5.5408e-05
7659,0.56366,0.00079745,5.3003e-05
7659.5,0.56366,0.00079745,5.3003e-05
7660,0.56366,0.00079813,5.3721e-05
7661,0.56366,0.00079268,4.8651e-05
7662,0.56366,0.00080322,5.8706e-05
7663,0.56366,0.00080546,6.0714e-05
7664,0.56366,0.00079742,5.3132e-05
7665,0.56366,0.00079941,5.5174e-05
7666,0.56366,0.00079565,5.1699e-05
7667,0.56366,0.00080083,5.67e-05
7668,0.56366,0.00079672,5.2817e-05
7669,0.56366,0.00079738,5.3545e-05
7670,0.56366,0.00079625,5.2545e-05
7671,0.56366,0.00079733,5.3636e-05
7672,0.56366,0.00079761,5.3937e-05
7673,0.56366,0.00079662,5.3047e-05
7674,0.56366,0.00079308,4.9789e-05
7675,0.56366,0.00079871,5.5204e-05
7676,0.56366,0.00079643,5.3031e-05
7677,0.56366,0.00080019,5.6634e-05
7678,0.56366,0.00079892,5.5426e-05
7679,0.56366,0.00080189,5.8283e-05
7680,0.56366,0.00079824,5.4841e-05
7681,0.56366,0.00079615,5.2976e-05
7682,0.56366,0.00080187,5.8461e-05
7683,0.56366,0.00080516,6.1513e-05
7684,0.56366,0.00079828,5.5005e-05
7685,0.56366,0.00080299,5.958e-05
7686,0.56366,0.00080493,6.1399e-05
7687,0.56366,0.0008032,5.9773e-05
7688,0.56366,0.00080784,6.4199e-05
7689,0.56366,0.0008039,6.0458e-05
7690,0.56366,0.00080624,6.2759e-05
7691,0.56366,0.00080731,6.3778e-05
7692,0.56366,0.00080445,6.111e-05
7693,0.56366,0.00080067,5.7634e-05
7694,0.56366,0.00080076,5.7853e-05
7695,0.56366,0.00080851,6.5216e-05
7696,0.56366,0.00080532,6.213e-05
7697,0.56366,0.00079878,5.6034e-05
7698,0.56366,0.00079914,5.6538e-05
7699,0.56366,0.00079898,5.6468e-05
7700,0.56366,0.00079094,4.8944e-05
7700.3,0.56364,0.00077558,3.3584e-05
7700.9,0.56361,0.00074485,2.8634e-06
7701,0.5636,0.00079331,5.1382e-05
7701.1,0.5636,0.00078563,4.3701e-05
7701.4,0.56358,0.00077027,2.8341e-05
7702,0.56355,0.00079106,4.9309e-05
7702.3,0.56354,0.0007757,3.3948e-05
7702.9,0.56351,0.00074498,3.2275e-06
7703,0.5635,0.00079402,5.2173e-05
7703.5,0.56348,0.00076842,2.6572e-05
7704,0.56345,0.00078656,4.5138e-05
7704.3,0.56343,0.0007712,2.9778e-05
7704.9,0.5634,0.00074048,-9.4285e-07
7705,0.5634,0.00078691,4.5623e-05
7705.5,0.56337,0.00076131,2.0023e-05
7706,0.56335,0.0007861,4.4932e-05
7706.3,0.56333,0.00077074,2.9572e-05
7706.9,0.5633,0.00074002,-1.1487e-06
7707,0.5633,0.00078837,4.7138e-05
7707.5,0.56327,0.00076277,2.1537e-05
7708,0.56325,0.0007892,4.7917e-05
7708.3,0.56323,0.00077384,3.2557e-05
7708.9,0.5632,0.00074312,1.8361e-06
7709,0.56319,0.00078546,4.4405e-05
7709.5,0.56317,0.00075986,1.8805e-05
7710,0.56314,0.00078858,4.7438e-05
7710.3,0.56313,0.00077322,3.2078e-05
7710.9,0.5631,0.0007425,1.357e-06
7711,0.56309,0.0007871,4.6046e-05
7711.5,0.56307,0.0007615,2.0446e-05
7712,0.56304,0.00079363,5.2251e-05
7713,0.56299,0.00079962,5.782e-05
7714,0.56294,0.00079655,5.4821e-05
7715,0.56289,0.00079561,5.3987e-05
7716,0.56284,0.00079761,5.593e-05
7717,0.56278,0.00080089,5.9029e-05
7718,0.56273,0.00081051,6.8062e-05
7719,0.56268,0.00080048,5.8454e-05
7720,0.56263,0.0007988,5.7025e-05
7721,0.56258,0.00080863,6.64e-05
7722,0.56253,0.0008072,6.4934e-05
7723,0.56248,0.00081506,7.2362e-05
7724,0.56243,0.00080549,6.3236e-05
7725,0.56237,0.00080361,6.1625e-05
7726,0.56232,0.00080845,6.6302e-05
7727,0.56227,0.00080381,6.1906e-05
7728,0.56222,0.00080186,6.0178e-05
7729,0.56217,0.00080829,6.6329e-05
7730,0.56212,0.00079881,5.7339e-05
7731,0.56207,0.00079469,5.3644e-05
7732,0.56202,0.00079463,5.3743e-05
7733,0.56197,0.00079409,5.3314e-05
7734,0.56191,0.00079343,5.2757e-05
7735,0.56186,0.00078918,4.8817e-05
7736,0.56181,0.00079262,5.2183e-05
7737,0.56176,0.00078665,4.6567e-05
7738,0.56171,0.00078884,4.8762e-05
7739,0.56166,0.00078681,4.6883e-05
7740,0.56161,0.000792,5.1852e-05
7741,0.56156,0.00078454,4.4785e-05
7742,0.5615,0.00079186,5.1826e-05
7743,0.56145,0.00079064,5.0627e-05
7744,0.5614,0.00079332,5.3183e-05
7745,0.56135,0.00079449,5.4276e-05
7746,0.5613,0.00080053,5.9975e-05
7747,0.56125,0.00080075,6.0105e-05
7748,0.5612,0.00079737,5.6917e-05
7749,0.56115,0.00079873,5.8289e-05
7750,0.56109,0.00079894,5.8522e-05
7751,0.56104,0.00079974,5.9315e-05
7752,0.56099,0.00080243,6.1877e-05
7753,0.56094,0.00079842,5.8085e-05
7754,0.56089,0.00080108,6.0687e-05
7755,0.56084,0.00080113,6.0751e-05
7756,0.56079,0.00080516,6.4577e-05
7757,0.56074,0.00080185,6.1427e-05
7758,0.56069,0.00079974,5.9515e-05
7759,0.56063,0.00080023,6.0071e-05
7760,0.56058,0.00080463,6.4268e-05
7761,0.56053,0.00079239,5.2696e-05
7762,0.56048,0.00078477,4.5762e-05
7763,0.56043,0.00078752,4.859e-05
7764,0.56038,0.00078558,4.6823e-05
7765,0.56033,0.00078145,4.3013e-05
7766,0.56028,0.00079102,5.2157e-05
7767,0.56022,0.0007882,4.9397e-05
7768,0.56017,0.00078308,4.4624e-05
7769,0.56012,0.0007878,4.921e-05
7770,0.56007,0.00078117,4.2949e-05
7771,0.56002,0.00077556,3.7801e-05
7772,0.55997,0.00076877,3.1581e-05
7773,0.55992,0.00077314,3.5905e-05
7774,0.55987,0.00077182,3.4676e-05
7775,0.55981,0.0007694,3.2453e-05
7776,0.55976,0.00076744,3.0695e-05
7777,0.55971,0.00077466,3.7596e-05
7778,0.55966,0.00077562,3.8431e-05
7779,0.55961,0.00077264,3.5614e-05
7780,0.55956,0.00077971,4.235e-05
7781,0.55951,0.00077443,3.7306e-05
7782,0.55946,0.00077434,3.7323e-05
7783,0.55941,0.00077372,3.6799e-05
7784,0.55935,0.00077529,3.8338e-05
7785,0.5593,0.00077613,3.9156e-05
7786,0.55925,0.00077436,3.7506e-05
7787,0.5592,0.00077588,3.9006e-05
7788,0.55915,0.00077953,4.2474e-05
7789,0.5591,0.000781,4.383e-05
7790,0.55905,0.00077387,3.7101e-05
7791,0.559,0.00077941,4.2483e-05
7792,0.55894,0.0007681,3.1799e-05
7793,0.55889,0.00076407,2.8227e-05
7794,0.55884,0.00076732,3.1466e-05
7795,0.55879,0.00077078,3.4747e-05
7796,0.55874,0.00077182,3.57e-05
7797,0.55869,0.00077738,4.0945e-05
7798,0.55864,0.00077407,3.7762e-05
7799,0.55859,0.00077994,4.336e-05
7800,0.55853,0.0007755,3.9124e-05
7801,0.55853,0.00078591,4.903e-05
7802,0.55853,0.00079309,5.5669e-05
7803,0.55853,0.00079172,5.4268e-05
7804,0.55853,0.00079824,6.0425e-05
7805,0.55853,0.00079055,5.3122e-05
7806,0.55853,0.00078232,4.5526e-05
7807,0.55853,0.00078624,4.9448e-05
7808,0.55853,0.00077849,4.2194e-05
7809,0.55853,0.00077725,4.1215e-05
7810,0.55853,0.00078857,5.1981e-05
7811,0.55853,0.00079152,5.4632e-05
7812,0.55853,0.00079003,5.3164e-05
7813,0.55853,0.00078932,5.2547e-05
7814,0.55853,0.00079348,5.6525e-05
7815,0.55853,0.00079716,5.997e-05
7816,0.55853,0.00079344,5.6428e-05
7817,0.55853,0.00079796,6.0774e-05
7818,0.55853,0.00079775,6.0554e-05
7819,0.55853,0.00079038,5.3645e-05
7820,0.55853,0.00079708,6.0135e-05
7821,0.55853,0.00079572,5.8825e-05
7822,0.55853,0.00079405,5.7294e-05
7823,0.55853,0.00079595,5.9167e-05
7824,0.55853,0.00080038,6.3362e-05
7825,0.55853,0.00080478,6.7465e-05
7826,0.55853,0.00079996,6.2869e-05
7827,0.55853,0.00080303,6.5857e-05
7828,0.55853,0.00079898,6.2053e-05
7829,0.55853,0.00079491,5.832e-05
7830,0.55853,0.00080443,6.7433e-05
7831,0.55853,0.00080465,6.7541e-05
7832,0.55853,0.000808,7.0698e-05
7833,0.55853,0.00080753,7.0224e-05
7834,0.55853,0.00080396,6.6896e-05
7835,0.55853,0.00080164,6.4814e-05
7836,0.55853,0.00080276,6.5967e-05
7837,0.55853,0.00080451,6.7664e-05
7838,0.55853,0.00080342,6.6649e-05
7839,0.55853,0.0008093,7.2245e-05
7840,0.55853,0.00080775,7.073e-05
7841,0.55853,0.00080681,6.9883e-05
7842,0.55853,0.00080574,6.8929e-05
7843,0.55853,0.0008127,7.5557e-05
7844,0.55853,0.00081695,7.9495e-05
7845,0.55853,0.0008116,7.4385e-05
7846,0.55853,0.00080647,6.9654e-05
7847,0.55853,0.0008014,6.5034e-05
7848,0.55853,0.0007987,6.2653e-05
7849,0.55853,0.00080997,7.3407e-05
7850,0.55853,0.00081072,7.3969e-05
7850,0.55852,0.00079725,6.049e-05
7850.1,0.55849,0.00077029,3.3533e-05
7850.5,0.55838,0.00065922,-7.7532e-05
7851,0.55821,0.00081259,7.565e-05
7851,0.5582,0.00079977,6.2828e-05
7851.1,0.55817,0.00077412,3.7184e-05
7851.5,0.55806,0.00066102,-7.5919e-05
7852,0.55789,0.00081484,7.7715e-05
7852,0.55788,0.00080133,6.4204e-05
7852.1,0.55785,0.00077431,3.7182e-05
7852.5,0.55773,0.00065509,-8.2038e-05
7853,0.55757,0.00081304,7.5914e-05
7853,0.55755,0.00079879,6.1671e-05
7853.1,0.55752,0.00077031,3.3184e-05
7853.5,0.5574,0.00064462,-9.2507e-05
7854,0.55725,0.00081106,7.4023e-05
7854,0.55723,0.00079605,5.9007e-05
7854.1,0.5572,0.00076601,2.8973e-05
7854.6,0.55707,0.00063349,-0.00010355
7855,0.55692,0.00081414,7.6986e-05
7855,0.55691,0.0007983,6.1153e-05
7855.1,0.55688,0.00076664,2.9487e-05
7855.6,0.55674,0.00062689,-0.00011026
7856,0.5566,0.00081216,7.5043e-05
7856.1,0.55658,0.00079546,5.8348e-05
7856.2,0.55655,0.00076207,2.4957e-05
7856.6,0.5564,0.0006147,-0.00012241
7857,0.55628,0.00081104,7.3979e-05
7857.1,0.55626,0.00079343,5.6373e-05
7857.2,0.55623,0.00075822,2.116e-05
7857.6,0.55607,0.00060279,-0.00013426
7858,0.55596,0.00081059,7.3567e-05
7858.1,0.55594,0.00079203,5.4999e-05
7858.2,0.5559,0.00075489,1.7862e-05
7858.7,0.55574,0.00059096,-0.00014607
7859,0.55563,0.00081053,7.3509e-05
7859.1,0.55561,0.00079095,5.3925e-05
7859.2,0.55557,0.00075178,1.4755e-05
7859.7,0.5554,0.00057885,-0.00015817
7860,0.55531,0.00080338,6.6685e-05
7860.1,0.55529,0.00078272,4.6026e-05
7860.2,0.55525,0.00074141,4.7084e-06
7860.8,0.55507,0.00055898,-0.00017772
7861,0.55499,0.00080476,6.8099e-05
7861.1,0.55497,0.00078297,4.6306e-05
7861.2,0.55492,0.00073938,2.7189e-06
7861.8,0.55473,0.00054691,-0.00018975
7862,0.55467,0.00080741,7.0622e-05
7862.1,0.55464,0.00078441,4.763e-05
7862.2,0.5546,0.00073843,1.6453e-06
7862.8,0.55439,0.00053534,-0.00020144
7863,0.55434,0.00081124,7.4219e-05
7863.1,0.55432,0.00078858,5.1564e-05
7863.2,0.55428,0.00074327,6.2554e-06
7863.9,0.55407,0.00053388,-0.00020314
7864,0.55402,0.00080923,7.2237e-05
7864.2,0.55395,0.00074167,4.6671e-06
7864.6,0.55382,0.00060653,-0.00013047
7865,0.5537,0.00081028,7.3229e-05
7865.1,0.55367,0.00078126,4.4213e-05
7865.3,0.55361,0.00072323,-1.382e-05
7866,0.55338,0.00080459,6.7817e-05
7866.1,0.55335,0.00077558,3.88e-05
7866.3,0.55329,0.00071754,-1.9233e-05
7867,0.55305,0.00080518,6.8453e-05
7867.1,0.55302,0.00077616,3.9437e-05
7867.3,0.55297,0.00071813,-1.8596e-05
7868,0.55273,0.00080368,6.7048e-05
7868.1,0.5527,0.00077466,3.8031e-05
7868.3,0.55264,0.00071663,-2.0002e-05
7869,0.55241,0.00079625,6.0048e-05
7869.1,0.55238,0.00076724,3.1032e-05
7869.3,0.55232,0.0007092,-2.7002e-05
7870,0.55209,0.0007999,6.3634e-05
7870.3,0.55199,0.00070318,-3.3088e-05
7870.9,0.5518,0.00050974,-0.00022653
7871,0.55176,0.00080439,6.787e-05
7871.1,0.55172,0.00075603,1.9509e-05
7871.4,0.55162,0.00065931,-7.7213e-05
7872,0.55144,0.00080651,6.9801e-05
7872.3,0.55135,0.00070978,-2.6921e-05
7872.9,0.55115,0.00051634,-0.00022036
7873,0.55112,0.00080986,7.2928e-05
7873.1,0.55107,0.0007615,2.4567e-05
7873.4,0.55097,0.00066478,-7.2155e-05
7874,0.5508,0.00080448,6.7781e-05
7874.3,0.5507,0.00070776,-2.8941e-05
7874.9,0.55051,0.00051431,-0.00022238
7875,0.55047,0.00080899,7.2122e-05
7875.1,0.55043,0.00076063,2.3761e-05
7875.4,0.55033,0.00066391,-7.2961e-05
7876,0.55015,0.00080847,7.1594e-05
7876.3,0.55006,0.00071175,-2.5128e-05
7876.9,0.54986,0.0005183,-0.00021857
7877,0.54983,0.00081355,7.64e-05
7877.1,0.54978,0.00076519,2.8039e-05
7877.4,0.54968,0.00066846,-6.8682e-05
7878,0.54951,0.00081627,7.8908e-05
7878.3,0.54941,0.00071955,-1.7814e-05
7878.9,0.54922,0.00052611,-0.00021126
7879,0.54919,0.00081387,7.6594e-05
7879.1,0.54914,0.00076551,2.8233e-05
7879.4,0.54904,0.00066879,-6.8489e-05
7880,0.54886,0.00080758,7.0695e-05
7880.3,0.54877,0.00071086,-2.6026e-05
7880.9,0.54857,0.00051741,-0.00021947
7881,0.54854,0.00081948,8.2058e-05
7881.1,0.54849,0.00077112,3.3697e-05
7881.4,0.5484,0.0006744,-6.3024e-05
7882,0.54822,0.00081789,8.0422e-05
7882.3,0.54812,0.00072117,-1.63e-05
7882.9,0.54793,0.00052772,-0.00020974
7883,0.5479,0.00082679,8.8825e-05
7883.1,0.54785,0.00077843,4.0464e-05
7883.4,0.54775,0.00068171,-5.6257e-05
7884,0.54757,0.00082474,8.6765e-05
7884.3,0.54748,0.00072802,-9.9564e-06
7884.9,0.54728,0.00053457,-0.0002034
7885,0.54725,0.0008296,9.1368e-05
7885.1,0.5472,0.00078124,4.3007e-05
7885.4,0.54711,0.00068452,-5.3715e-05
7886,0.54693,0.00083058,9.2236e-05
7886.3,0.54683,0.00073385,-4.4854e-06
7886.9,0.54664,0.00054041,-0.00019793
7887,0.54661,0.00082934,9.1061e-05
7887.5,0.54644,0.00066814,-7.0141e-05
7888,0.54628,0.00082615,8.8091e-05
7888.3,0.54619,0.00072943,-8.6308e-06
7888.9,0.54599,0.00053598,-0.00020207
7889,0.54596,0.00082795,8.9874e-05
7889.5,0.5458,0.00066674,-7.1329e-05
7890,0.54564,0.00082332,8.5527e-05
7890.3,0.54554,0.0007266,-1.1195e-05
7890.9,0.54535,0.00053315,-0.00020464
7891,0.54532,0.00082347,8.5773e-05
7891.5,0.54516,0.00066227,-7.543e-05
7892,0.54499,0.00082412,8.6438e-05
7892.3,0.5449,0.0007274,-1.0284e-05
7892.9,0.5447,0.00053395,-0.00020373
7893,0.54467,0.0008232,8.5603e-05
7893.5,0.54451,0.000662,-7.56e-05
7894,0.54435,0.00082532,8.7645e-05
7894.3,0.54425,0.0007286,-9.0766e-06
7894.9,0.54406,0.00053515,-0.00020252
7895,0.54403,0.00082571,8.8018e-05
7895.5,0.54387,0.00066451,-7.3185e-05
7896,0.5437,0.00082731,8.9552e-05
7896.3,0.54361,0.00073059,-7.1697e-06
7896.9,0.54341,0.00053715,-0.00020061
7897,0.54338,0.00082492,8.7295e-05
7897.5,0.54322,0.00066371,-7.3908e-05
7898,0.54306,0.00082241,8.4998e-05
7898.3,0.54296,0.00072569,-1.1723e-05
7898.9,0.54277,0.00053224,-0.00020517
7899,0.54274,0.00082688,8.9299e-05
7899.5,0.54258,0.00066568,-7.1904e-05
7900,0.54241,0.00082846,9.0807e-05
7900.4,0.54241,0.00082846,9.0807e-05
7901,0.54241,0.00083023,9.253e-05
7901.4,0.54241,0.00083023,9.253e-05
7902,0.54241,0.0008363,9.829e-05
7902.5,0.54241,0.0008363,9.829e-05
7903,0.54241,0.00083332,9.5531e-05
7903.5,0.54241,0.00083332,9.5531e-05
7904,0.54241,0.0008338,9.612e-05
7904.6,0.54241,0.0008338,9.612e-05
7905,0.54241,0.00082733,9.0205e-05
7905.6,0.54241,0.00082733,9.0205e-05
7906,0.54241,0.00083722,9.9667e-05
7906.2,0.54241,0.00083722,9.9667e-05
7906.6,0.54241,0.00083722,9.9667e-05
7907,0.54241,0.00083368,9.6349e-05
7907.5,0.54241,0.00083368,9.6349e-05
7908,0.54241,0.00083745,0.00010001
7908.7,0.54241,0.00083745,0.00010001
7909,0.54241,0.00083629,9.8992e-05
7909.3,0.54241,0.00083629,9.8992e-05
7909.9,0.54241,0.00083629,9.8992e-05
7910,0.54241,0.00083151,9.4652e-05
7910.5,0.54241,0.00083151,9.4652e-05
7911,0.54241,0.00083991,0.0001027
7911.3,0.54241,0.00083991,0.0001027
7911.8,0.54241,0.00083991,0.0001027
7912,0.54241,0.00083615,9.9173e-05
7912.7,0.54241,0.00083615,9.9173e-05
7913,0.54241,0.00083825,0.00010128
7913.3,0.54241,0.00083825,0.00010128
7913.9,0.54241,0.00083825,0.00010128
7914,0.54241,0.00083355,9.6954e-05
7914.5,0.54241,0.00083355,9.6954e-05
7915,0.54241,0.00083435,9.7875e-05
7915.3,0.54241,0.00083435,9.7875e-05
7915.9,0.54241,0.00083435,9.7875e-05
7916,0.54241,0.00082485,8.9076e-05
7916.5,0.54241,0.00082485,8.9076e-05
7917,0.54241,0.00082455,8.9059e-05
7918,0.54241,0.00082417,8.8843e-05
7919,0.54241,0.00082419,8.8971e-05
7920,0.54241,0.00081818,8.3421e-05
7921,0.54241,0.0008144,8.0048e-05
7922,0.54241,0.00081688,8.2555e-05
7923,0.54241,0.00081862,8.4256e-05
7924,0.54241,0.00080926,7.5485e-05
7925,0.54241,0.00081238,7.8649e-05
7926,0.54241,0.00081554,8.1687e-05
7927,0.54241,0.00081064,7.7082e-05
7928,0.54241,0.00080524,7.2127e-05
7929,0.54241,0.00080238,6.9604e-05
7930,0.54241,0.0008044,7.1652e-05
7931,0.54241,0.00080569,7.2921e-05
7932,0.54241,0.00081021,7.7221e-05
7933,0.54241,0.00080902,7.6075e-05
7934,0.54241,0.00081037,7.7397e-05
7935,0.54241,0.00081322,8.0121e-05
7936,0.54241,0.00082068,8.7148e-05
7937,0.54241,0.00082148,8.7821e-05
7938,0.54241,0.00081963,8.6072e-05
7939,0.54241,0.00082057,8.7036e-05
7940,0.54241,0.00081783,8.4487e-05
7941,0.54241,0.00082221,8.8713e-05
7942,0.54241,0.00081485,8.1767e-05
7943,0.54241,0.00081923,8.6064e-05
7944,0.54241,0.00081983,8.6632e-05
7945,0.54241,0.00081853,8.544e-05
7946,0.54241,0.00081955,8.6468e-05
7947,0.54241,0.0008156,8.278e-05
7948,0.54241,0.00081996,8.7006e-05
7949,0.54241,0.0008274,9.4007e-05
7950,0.54241,0.00082682,9.3369e-05
7951,0.54241,0.00082552,9.2164e-05
7952,0.54241,0.00083211,9.8429e-05
7953,0.54241,0.00083268,9.8914e-05
7954,0.54241,0.00083463,0.00010076
7955,0.54241,0.00083353,9.9722e-05
7956,0.54241,0.00083681,0.00010287
7957,0.54241,0.00082892,9.5417e-05
7958,0.54241,0.00083291,9.935e-05
7959,0.54241,0.00082878,9.5476e-05
7960,0.54241,0.00082497,9.1993e-05
7961,0.54241,0.00082041,8.7831e-05
7962,0.54241,0.00083044,9.7433e-05
7963,0.54241,0.0008318,9.8618e-05
7964,0.54241,0.00082688,9.3967e-05
7965,0.54241,0.00082807,9.5203e-05
7966,0.54241,0.0008251,9.2449e-05
7967,0.54241,0.00083057,9.7699e-05
7968,0.54241,0.00082993,9.707e-05
7969,0.54241,0.0008358,0.00010263
7970,0.54241,0.00083218,9.9158e-05
7971,0.54241,0.00083458,0.0001015
7972,0.54241,0.00083307,0.0001001
7973,0.54241,0.0008384,0.00010518
7974,0.54241,0.00083778,0.00010456
7975,0.54241,0.00083719,0.00010403
7976,0.54241,0.00084486,0.0001113
7977,0.54241,0.00083858,0.0001053
7978,0.54241,0.00084146,0.00010814
7979,0.54241,0.00084797,0.00011429
7980,0.54241,0.00085085,0.00011693
7981,0.54241,0.0008515,0.00011749
7982,0.54241,0.00084794,0.00011415
7983,0.54241,0.00085123,0.00011734
7984,0.54241,0.00085156,0.00011766
7985,0.54241,0.00085423,0.00012021
7986,0.54241,0.00084617,0.0001126
7987,0.54241,0.00085507,0.00012117
7988,0.54241,0.00085163,0.00011785
7989,0.54241,0.00084933,0.00011576
7990,0.54241,0.00084883,0.00011538
7991,0.54241,0.00085727,0.0001234
7992,0.54241,0.00085318,0.00011945
7993,0.54241,0.0008526,0.00011898
7994,0.54241,0.00084514,0.00011201
7995,0.54241,0.00084779,0.0001147
7996,0.54241,0.00084648,0.0001135
7997,0.54241,0.0008448,0.00011199
7998,0.54241,0.00085541,0.00012208
7999,0.54241,0.00084133,0.00010867
8000,0.54241,0.00084184,0.00010937
8000,0.5424,0.00083044,9.7964e-05
8000.1,0.54238,0.00080764,7.516e-05
8000.4,0.54229,0.000714,-1.8476e-05
8001,0.54212,0.00084462,0.00011209
8001,0.54211,0.00083381,0.00010128
8001.1,0.54208,0.00081219,7.9656e-05
8001.4,0.54199,0.00071671,-1.582e-05
8002,0.54182,0.00084193,0.0001095
8002,0.54181,0.0008305,9.8066e-05
8002.1,0.54178,0.00080763,7.5201e-05
8002.5,0.54168,0.00070664,-2.5796e-05
8003,0.54152,0.00083604,0.00010391
8003,0.54151,0.00082395,9.1819e-05
8003.1,0.54148,0.00079976,6.7628e-05
8003.5,0.54138,0.0006929,-3.923e-05
8004,0.54122,0.00084242,0.00011012
8004,0.54121,0.00082963,9.732e-05
8004.1,0.54118,0.00080403,7.1726e-05
8004.5,0.54107,0.00069096,-4.1345e-05
8005,0.54092,0.00083665,0.00010452
8005,0.54091,0.0008231,9.0978e-05
8005.1,0.54088,0.00079602,6.3896e-05
8005.5,0.54076,0.00067637,-5.576e-05
8006,0.54062,0.00083979,0.00010758
8006,0.54061,0.00082546,9.3247e-05
8006.1,0.54058,0.0007968,6.4587e-05
8006.6,0.54045,0.00067016,-6.2048e-05
8007,0.54032,0.00083856,0.00010636
8007.1,0.54031,0.00082339,9.1194e-05
8007.2,0.54028,0.00079306,6.0862e-05
