t,ture_soc,EKF_wucha,UKF_wucha
0,0.5,-0.099783,-0.099802
0.011963,0.5,-0.099785,-0.099804
0.035888,0.5,-0.099788,-0.099807
0.10294,0.49999,-0.099797,-0.099816
0.25436,0.49997,-0.099817,-0.099836
0.76311,0.4999,-0.099885,-0.099904
1,0.49987,-0.099782,-0.099801
1.0286,0.49986,-0.099786,-0.099805
1.0857,0.49986,-0.099794,-0.099812
1.2013,0.49984,-0.099809,-0.099828
1.4496,0.49981,-0.099842,-0.099861
2,0.49973,-0.099822,-0.099776
2.0415,0.49973,-0.099828,-0.099782
2.1244,0.49972,-0.099839,-0.099793
2.2912,0.4997,-0.099861,-0.099815
2.6474,0.49965,-0.099909,-0.099862
3,0.4996,-0.099673,-0.099912
3.0524,0.49959,-0.09968,-0.099919
3.1571,0.49958,-0.099694,-0.099933
3.3668,0.49955,-0.099722,-0.099961
3.8139,0.49949,-0.099781,-0.10002
4,0.49947,-0.099704,-0.099849
4.0624,0.49946,-0.099712,-0.099857
4.1871,0.49944,-0.099729,-0.099874
4.436,0.49941,-0.099762,-0.099907
5,0.49933,-0.0997,-0.099868
5.0714,0.49933,-0.099709,-0.099877
5.2143,0.49931,-0.099728,-0.099896
5.4999,0.49927,-0.099766,-0.099934
6,0.4992,-0.099699,-0.099857
6.0806,0.49919,-0.09971,-0.099868
6.2419,0.49917,-0.099731,-0.099889
6.5641,0.49913,-0.099774,-0.099932
7,0.49907,-0.099687,-0.099799
7.0898,0.49906,-0.099699,-0.099811
7.2694,0.49903,-0.099723,-0.099835
7.628,0.49898,-0.099771,-0.099883
8,0.49894,-0.099689,-0.099801
8.0991,0.49892,-0.099702,-0.099814
8.2972,0.4989,-0.099728,-0.09984
8.6924,0.49884,-0.099781,-0.099893
9,0.4988,-0.09966,-0.099746
9.1084,0.49879,-0.099675,-0.099761
9.3253,0.49876,-0.099704,-0.09979
9.7577,0.4987,-0.099761,-0.099847
10,0.49867,-0.099688,-0.099786
10.118,0.49865,-0.099704,-0.099801
10.354,0.49862,-0.099735,-0.099833
10.825,0.49856,-0.099798,-0.099895
11,0.49854,-0.099598,-0.099673
11.128,0.49852,-0.099615,-0.09969
11.384,0.49848,-0.099649,-0.099724
11.893,0.49842,-0.099717,-0.099792
12,0.4984,-0.09966,-0.099741
12.138,0.49838,-0.099678,-0.099759
12.414,0.49835,-0.099715,-0.099796
13,0.49827,-0.099632,-0.099712
13.147,0.49825,-0.099652,-0.099732
13.442,0.49821,-0.099691,-0.099771
14,0.49814,-0.099634,-0.099713
14.158,0.49812,-0.099655,-0.099734
14.474,0.49807,-0.099697,-0.099776
15,0.498,-0.099594,-0.099679
15.169,0.49798,-0.099617,-0.099702
15.508,0.49794,-0.099662,-0.099747
16,0.49787,-0.099543,-0.099639
16.181,0.49785,-0.099567,-0.099663
16.543,0.4978,-0.099615,-0.099711
17,0.49774,-0.099669,-0.099735
17.193,0.49771,-0.099695,-0.09976
17.579,0.49766,-0.099746,-0.099812
18,0.4976,-0.099641,-0.099713
18.206,0.49758,-0.099668,-0.09974
18.617,0.49752,-0.099723,-0.099795
19,0.49747,-0.099655,-0.099722
19.219,0.49744,-0.099684,-0.099751
19.657,0.49738,-0.099742,-0.09981
20,0.49734,-0.099603,-0.099687
20.233,0.49731,-0.099634,-0.099718
20.698,0.49725,-0.099696,-0.09978
21,0.49721,-0.099566,-0.099662
21.247,0.49717,-0.099599,-0.099695
21.742,0.49711,-0.099664,-0.099761
22,0.49707,-0.099551,-0.099652
22.262,0.49704,-0.099586,-0.099687
22.787,0.49697,-0.099656,-0.099757
23,0.49694,-0.099523,-0.099634
23.3,0.4969,-0.099563,-0.099674
23.9,0.49682,-0.099643,-0.099754
24,0.49681,-0.099476,-0.099604
24.5,0.49674,-0.099543,-0.099671
25,0.49667,-0.099488,-0.099612
25.3,0.49663,-0.099528,-0.099651
25.9,0.49655,-0.099608,-0.099731
26,0.49654,-0.099534,-0.099641
26.5,0.49647,-0.099601,-0.099707
27,0.49641,-0.09948,-0.099606
27.3,0.49637,-0.09952,-0.099646
27.9,0.49629,-0.0996,-0.099725
28,0.49627,-0.099485,-0.099609
28.5,0.49621,-0.099551,-0.099675
29,0.49614,-0.099393,-0.09955
30,0.49601,-0.099402,-0.099556
31,0.49587,-0.099483,-0.099612
32,0.49574,-0.099508,-0.099628
33,0.49561,-0.099489,-0.099614
34,0.49547,-0.099558,-0.099664
35,0.49534,-0.099595,-0.099691
36,0.49521,-0.099675,-0.099752
37,0.49508,-0.09968,-0.099755
38,0.49494,-0.099699,-0.09977
39,0.49481,-0.099698,-0.099768
40,0.49468,-0.099711,-0.099779
41,0.49454,-0.099636,-0.099715
42,0.49441,-0.099664,-0.09974
43,0.49428,-0.099635,-0.099714
44,0.49414,-0.099631,-0.099709
45,0.49401,-0.099598,-0.099678
46,0.49388,-0.09953,-0.099612
47,0.49374,-0.099544,-0.099626
48,0.49361,-0.099538,-0.099619
49,0.49348,-0.099513,-0.099593
50,0.49335,-0.099721,-0.099663
50.316,0.49335,-0.099721,-0.099663
51,0.49335,-0.099711,-0.099656
51.336,0.49335,-0.099711,-0.099656
52,0.49335,-0.099766,-0.099679
52.357,0.49335,-0.099766,-0.099679
53,0.49335,-0.099654,-0.09962
53.381,0.49335,-0.099654,-0.09962
54,0.49335,-0.099653,-0.099619
54.407,0.49335,-0.099653,-0.099619
55,0.49335,-0.099552,-0.09955
55.435,0.49335,-0.099552,-0.09955
56,0.49335,-0.099628,-0.099609
56.466,0.49335,-0.099628,-0.099609
57,0.49335,-0.099647,-0.099624
57.501,0.49335,-0.099647,-0.099624
58,0.49335,-0.099534,-0.099515
58.54,0.49335,-0.099534,-0.099515
59,0.49335,-0.099525,-0.099502
59.586,0.49335,-0.099525,-0.099502
60,0.49335,-0.099478,-0.099441
60.642,0.49335,-0.099478,-0.099441
61,0.49335,-0.099498,-0.099469
61.714,0.49335,-0.099498,-0.099469
62,0.49335,-0.099476,-0.099432
62.82,0.49335,-0.099476,-0.099432
63,0.49335,-0.099436,-0.099357
63.9,0.49335,-0.099436,-0.099357
64,0.49335,-0.099449,-0.099382
64.498,0.49335,-0.099449,-0.099382
65,0.49335,-0.099448,-0.09938
65.778,0.49335,-0.099448,-0.09938
66,0.49335,-0.099468,-0.099437
67,0.49335,-0.099471,-0.099449
68,0.49335,-0.099479,-0.099475
69,0.49335,-0.099494,-0.099544
70,0.49335,-0.099494,-0.099551
71,0.49335,-0.099497,-0.099566
72,0.49335,-0.099489,-0.099528
73,0.49335,-0.099479,-0.099465
74,0.49335,-0.099478,-0.099446
75,0.49335,-0.099479,-0.099453
76,0.49335,-0.099485,-0.099528
77,0.49335,-0.099483,-0.099533
78,0.49335,-0.099477,-0.099482
79,0.49335,-0.099482,-0.099557
80,0.49335,-0.099474,-0.099498
81,0.49335,-0.099475,-0.099487
82,0.49335,-0.099475,-0.099483
83,0.49335,-0.099476,-0.09951
84,0.49335,-0.099476,-0.099537
85,0.49335,-0.099472,-0.099503
86,0.49335,-0.099473,-0.099495
87,0.49335,-0.099473,-0.099519
88,0.49335,-0.099468,-0.099463
89,0.49335,-0.099465,-0.099398
90,0.49335,-0.099463,-0.099339
91,0.49335,-0.09946,-0.099277
92,0.49335,-0.099462,-0.099285
93,0.49335,-0.099464,-0.099341
94,0.49335,-0.099463,-0.099396
95,0.49335,-0.099461,-0.099382
96,0.49335,-0.099458,-0.099347
97,0.49335,-0.099458,-0.099332
98,0.49335,-0.099451,-0.099267
99,0.49335,-0.099454,-0.099286
100,0.49335,-0.099508,-0.099197
100.14,0.49334,-0.099517,-0.099206
100.41,0.49332,-0.099535,-0.099224
100.93,0.49329,-0.099567,-0.099257
101,0.49328,-0.099491,-0.099232
101.11,0.49327,-0.099499,-0.09924
101.33,0.49326,-0.099513,-0.099254
101.83,0.49323,-0.099544,-0.099285
102,0.49322,-0.099511,-0.099184
102.14,0.49321,-0.09952,-0.099193
102.42,0.49319,-0.099538,-0.099211
103,0.49315,-0.099513,-0.099183
103.15,0.49314,-0.099523,-0.099192
103.44,0.49313,-0.099541,-0.099211
104,0.49309,-0.099523,-0.099147
104.15,0.49308,-0.099533,-0.099157
104.46,0.49306,-0.099553,-0.099177
105,0.49303,-0.099512,-0.099197
105.16,0.49302,-0.099522,-0.099207
105.49,0.493,-0.099543,-0.099228
106,0.49296,-0.099513,-0.099174
106.17,0.49295,-0.099524,-0.099185
106.52,0.49293,-0.099546,-0.099207
107,0.4929,-0.099513,-0.099182
107.18,0.49289,-0.099525,-0.099193
107.54,0.49286,-0.099548,-0.099216
108,0.49284,-0.099513,-0.099157
108.19,0.49282,-0.099526,-0.099169
108.57,0.4928,-0.09955,-0.099194
109,0.49277,-0.099514,-0.099141
109.2,0.49276,-0.099526,-0.099154
109.61,0.49273,-0.099552,-0.09918
110,0.49271,-0.099513,-0.099132
110.21,0.49269,-0.099527,-0.099146
110.64,0.49267,-0.099554,-0.099173
111,0.49264,-0.099511,-0.099112
111.22,0.49263,-0.099525,-0.099126
111.67,0.4926,-0.099554,-0.099155
112,0.49258,-0.099498,-0.099043
112.24,0.49256,-0.099514,-0.099059
112.71,0.49253,-0.099544,-0.099089
113,0.49252,-0.099514,-0.09913
113.25,0.4925,-0.09953,-0.099146
113.75,0.49247,-0.099562,-0.099178
114,0.49245,-0.099506,-0.099103
114.26,0.49244,-0.099522,-0.09912
114.79,0.4924,-0.099556,-0.099154
115,0.49239,-0.09952,-0.099157
115.3,0.49237,-0.099539,-0.099176
115.9,0.49233,-0.099577,-0.099214
116,0.49232,-0.099479,-0.099046
116.5,0.49229,-0.099511,-0.099078
117,0.49226,-0.099475,-0.099025
117.3,0.49224,-0.099494,-0.099044
117.9,0.4922,-0.099532,-0.099083
118,0.4922,-0.09946,-0.098985
118.5,0.49217,-0.099492,-0.099016
119,0.49213,-0.099463,-0.09899
119.3,0.49211,-0.099483,-0.099009
119.9,0.49208,-0.099521,-0.099047
120,0.49207,-0.099452,-0.098963
120.5,0.49204,-0.099484,-0.098994
121,0.49201,-0.099408,-0.098866
121.3,0.49199,-0.099427,-0.098885
121.9,0.49195,-0.099466,-0.098924
122,0.49194,-0.099403,-0.09885
122.5,0.49191,-0.099435,-0.098882
123,0.49188,-0.099426,-0.098901
123.3,0.49186,-0.099445,-0.09892
123.9,0.49182,-0.099484,-0.098958
124,0.49181,-0.099453,-0.098962
124.5,0.49178,-0.099484,-0.098994
125,0.49175,-0.099483,-0.09903
126,0.49169,-0.099495,-0.099058
127,0.49162,-0.0995,-0.099068
128,0.49156,-0.09951,-0.099088
129,0.4915,-0.099479,-0.099032
130,0.49143,-0.099458,-0.09899
131,0.49137,-0.099443,-0.098962
132,0.4913,-0.099456,-0.098984
133,0.49124,-0.099425,-0.09893
134,0.49118,-0.099405,-0.098893
135,0.49111,-0.099412,-0.098902
136,0.49105,-0.099343,-0.09879
137,0.49099,-0.099341,-0.098784
138,0.49092,-0.099336,-0.098772
139,0.49086,-0.099333,-0.098767
140,0.49079,-0.099337,-0.098772
141,0.49073,-0.099386,-0.098861
142,0.49067,-0.099377,-0.098847
143,0.4906,-0.099404,-0.098894
144,0.49054,-0.099389,-0.098868
145,0.49048,-0.099372,-0.098839
146,0.49041,-0.099349,-0.098798
147,0.49035,-0.099377,-0.098845
148,0.49028,-0.099398,-0.098882
149,0.49022,-0.099401,-0.098887
150,0.49016,-0.099404,-0.098888
150.47,0.49016,-0.099404,-0.098888
151,0.49016,-0.099411,-0.098891
151.54,0.49016,-0.099411,-0.098891
152,0.49016,-0.099365,-0.098852
152.59,0.49016,-0.099365,-0.098852
153,0.49016,-0.099317,-0.098809
153.66,0.49016,-0.099317,-0.098809
154,0.49016,-0.099287,-0.098778
154.74,0.49016,-0.099287,-0.098778
155,0.49016,-0.099261,-0.09875
155.86,0.49016,-0.099261,-0.09875
156,0.49016,-0.099218,-0.0987
156.7,0.49016,-0.099218,-0.0987
157,0.49016,-0.099243,-0.098729
157.91,0.49016,-0.099243,-0.098729
158,0.49016,-0.099261,-0.098751
158.46,0.49016,-0.099261,-0.098751
159,0.49016,-0.099234,-0.098713
159.81,0.49016,-0.099234,-0.098713
160,0.49016,-0.099246,-0.098729
161,0.49016,-0.099273,-0.09877
162,0.49016,-0.09931,-0.098832
163,0.49016,-0.099346,-0.098898
164,0.49016,-0.099326,-0.098861
165,0.49016,-0.099302,-0.098814
166,0.49016,-0.0993,-0.098807
167,0.49016,-0.099307,-0.09882
168,0.49016,-0.099289,-0.09878
169,0.49016,-0.099281,-0.098758
170,0.49016,-0.099285,-0.098765
171,0.49016,-0.099259,-0.098704
172,0.49016,-0.099266,-0.098717
173,0.49016,-0.099267,-0.098718
174,0.49016,-0.099289,-0.098775
175,0.49016,-0.099299,-0.098803
176,0.49016,-0.099311,-0.098835
177,0.49016,-0.099322,-0.098865
178,0.49016,-0.099304,-0.098816
179,0.49016,-0.099292,-0.098778
180,0.49016,-0.099289,-0.098765
181,0.49016,-0.099257,-0.098678
182,0.49016,-0.099219,-0.098569
183,0.49016,-0.099244,-0.098636
184,0.49016,-0.099263,-0.0987
185,0.49016,-0.099246,-0.098652
186,0.49016,-0.099258,-0.098681
187,0.49016,-0.099249,-0.098655
188,0.49016,-0.099263,-0.098696
189,0.49016,-0.099289,-0.098781
190,0.49016,-0.099284,-0.098767
191,0.49016,-0.099264,-0.098705
192,0.49016,-0.099264,-0.0987
193,0.49016,-0.099264,-0.098696
194,0.49016,-0.099257,-0.098673
195,0.49016,-0.099264,-0.098691
196,0.49016,-0.099226,-0.098581
197,0.49016,-0.099225,-0.098571
198,0.49016,-0.099237,-0.098606
199,0.49016,-0.09923,-0.098581
200,0.49016,-0.098907,-0.098732
200.02,0.49015,-0.098913,-0.098738
200.06,0.49014,-0.098924,-0.09875
200.21,0.49009,-0.098973,-0.098798
200.58,0.48997,-0.099092,-0.098918
201,0.48984,-0.098877,-0.098743
201.06,0.48982,-0.098896,-0.098762
201.18,0.48978,-0.098933,-0.098799
201.41,0.48971,-0.099008,-0.098874
201.9,0.48955,-0.099163,-0.099029
202,0.48952,-0.098825,-0.098774
202.06,0.4895,-0.098845,-0.098794
202.19,0.48946,-0.098885,-0.098834
202.43,0.48938,-0.098963,-0.098912
203,0.4892,-0.098683,-0.098871
203.07,0.48918,-0.098704,-0.098892
203.2,0.48914,-0.098746,-0.098934
203.46,0.48906,-0.098829,-0.099016
204,0.48888,-0.098537,-0.098986
204.07,0.48886,-0.09856,-0.099008
204.21,0.48882,-0.098604,-0.099052
204.48,0.48873,-0.098691,-0.099139
205,0.48856,-0.098543,-0.098976
205.07,0.48854,-0.098567,-0.098999
205.22,0.48849,-0.098613,-0.099045
205.51,0.4884,-0.098705,-0.099137
206,0.48825,-0.098501,-0.099029
206.08,0.48822,-0.098526,-0.099054
206.24,0.48817,-0.098578,-0.099105
206.56,0.48807,-0.09868,-0.099207
207,0.48793,-0.098486,-0.099051
207.09,0.4879,-0.098514,-0.099079
207.27,0.48784,-0.098571,-0.099136
207.62,0.48773,-0.098684,-0.099249
208,0.48761,-0.098473,-0.099079
208.1,0.48758,-0.098504,-0.09911
208.3,0.48751,-0.098567,-0.099173
208.69,0.48739,-0.098692,-0.099298
209,0.48729,-0.098469,-0.099089
209.11,0.48726,-0.098504,-0.099123
209.32,0.48719,-0.098572,-0.099191
209.75,0.48705,-0.098709,-0.099328
210,0.48697,-0.098469,-0.099091
210.12,0.48693,-0.098506,-0.099128
210.35,0.48686,-0.098581,-0.099203
210.82,0.48671,-0.098729,-0.099351
211,0.48665,-0.098468,-0.099073
211.13,0.48661,-0.098508,-0.099113
211.38,0.48653,-0.098589,-0.099194
211.88,0.48637,-0.098749,-0.099355
212,0.48633,-0.09847,-0.099081
212.14,0.48629,-0.098513,-0.099124
212.41,0.4862,-0.0986,-0.099211
213,0.48602,-0.098471,-0.099088
213.15,0.48597,-0.098518,-0.099134
213.44,0.48588,-0.09861,-0.099227
214,0.4857,-0.098505,-0.099173
214.16,0.48565,-0.098554,-0.099223
214.47,0.48555,-0.098654,-0.099322
215,0.48538,-0.098538,-0.099244
215.17,0.48533,-0.098592,-0.099297
215.5,0.48522,-0.098698,-0.099403
216,0.48506,-0.098549,-0.099263
216.18,0.485,-0.098606,-0.09932
216.53,0.48489,-0.09872,-0.099433
217,0.48474,-0.098535,-0.099245
217.19,0.48468,-0.098596,-0.099305
217.57,0.48456,-0.098716,-0.099426
218,0.48442,-0.098506,-0.099209
218.2,0.48436,-0.09857,-0.099273
218.61,0.48423,-0.098699,-0.099401
219,0.4841,-0.098514,-0.099219
219.21,0.48404,-0.098583,-0.099287
219.64,0.4839,-0.098719,-0.099424
220,0.48379,-0.098486,-0.09919
220.23,0.48371,-0.098559,-0.099262
220.68,0.48357,-0.098704,-0.099407
221,0.48347,-0.098529,-0.099234
221.24,0.48339,-0.098606,-0.099311
221.72,0.48324,-0.09876,-0.099465
222,0.48315,-0.098582,-0.099286
222.26,0.48307,-0.098663,-0.099368
222.77,0.4829,-0.098827,-0.099531
223,0.48283,-0.098408,-0.099133
223.27,0.48274,-0.098495,-0.09922
223.81,0.48257,-0.098667,-0.099393
224,0.48251,-0.098387,-0.099116
224.3,0.48242,-0.098483,-0.099212
224.9,0.48223,-0.098674,-0.099403
225,0.48219,-0.09836,-0.099094
225.15,0.48215,-0.098408,-0.099142
225.45,0.48205,-0.098503,-0.099237
226,0.48187,-0.098367,-0.099101
226.3,0.48178,-0.098463,-0.099196
226.9,0.48159,-0.098654,-0.099387
227,0.48156,-0.098475,-0.099189
227.5,0.4814,-0.098634,-0.099349
228,0.48124,-0.098354,-0.099096
228.3,0.48114,-0.098449,-0.099192
228.9,0.48095,-0.09864,-0.099383
229,0.48092,-0.098321,-0.099072
229.5,0.48076,-0.09848,-0.099231
230,0.4806,-0.098334,-0.099083
230.3,0.48051,-0.09843,-0.099178
230.9,0.48031,-0.098621,-0.099369
231,0.48028,-0.098195,-0.098981
231.5,0.48012,-0.098354,-0.099141
232,0.47996,-0.098118,-0.098926
233,0.47964,-0.098087,-0.098905
234,0.47933,-0.098105,-0.098918
235,0.47901,-0.098021,-0.09886
236,0.47869,-0.097913,-0.098785
237,0.47837,-0.097921,-0.098791
238,0.47805,-0.097878,-0.098762
239,0.47773,-0.097844,-0.098739
240,0.47742,-0.097891,-0.098772
241,0.4771,-0.097841,-0.098738
242,0.47678,-0.09778,-0.098697
242.3,0.47668,-0.097876,-0.098793
242.9,0.47649,-0.098067,-0.098984
243,0.47646,-0.097948,-0.098814
243.5,0.4763,-0.098107,-0.098973
244,0.47614,-0.097961,-0.098823
244.3,0.47605,-0.098057,-0.098918
244.9,0.47585,-0.098248,-0.099109
245,0.47582,-0.098092,-0.098913
245.5,0.47566,-0.098251,-0.099072
246,0.4755,-0.098137,-0.098943
246.3,0.47541,-0.098232,-0.099038
246.9,0.47522,-0.098423,-0.09923
247,0.47519,-0.09799,-0.098846
247.5,0.47503,-0.09815,-0.099005
248,0.47487,-0.098078,-0.098906
248.3,0.47477,-0.098173,-0.099002
248.9,0.47458,-0.098364,-0.099193
249,0.47455,-0.098091,-0.098915
249.5,0.47439,-0.09825,-0.099074
250,0.47423,-0.098042,-0.098882
250.3,0.47413,-0.098137,-0.098978
250.9,0.47394,-0.098329,-0.099169
251,0.47391,-0.098021,-0.098869
251.5,0.47375,-0.098181,-0.099029
252,0.47359,-0.097991,-0.098849
252.3,0.4735,-0.098086,-0.098945
252.9,0.47331,-0.098277,-0.099136
253,0.47327,-0.09812,-0.098938
253.5,0.47311,-0.098279,-0.099097
254,0.47296,-0.098135,-0.098947
254.3,0.47286,-0.09823,-0.099043
254.9,0.47267,-0.098421,-0.099234
255,0.47264,-0.098293,-0.099055
255.5,0.47248,-0.098452,-0.099215
256,0.47232,-0.098248,-0.099025
256.3,0.47222,-0.098343,-0.099121
256.9,0.47203,-0.098535,-0.099312
257,0.472,-0.098111,-0.098935
257.5,0.47184,-0.09827,-0.099094
258,0.47168,-0.098144,-0.098958
258.3,0.47159,-0.098239,-0.099054
258.9,0.47139,-0.09843,-0.099245
259,0.47136,-0.098164,-0.098972
259.5,0.4712,-0.098323,-0.099131
260,0.47104,-0.097988,-0.098856
260.3,0.47095,-0.098083,-0.098951
260.9,0.47076,-0.098274,-0.099142
261,0.47073,-0.098011,-0.098872
261.5,0.47057,-0.09817,-0.099032
262,0.47041,-0.097994,-0.098862
262.3,0.47031,-0.09809,-0.098957
262.9,0.47012,-0.098281,-0.099148
263,0.47009,-0.098046,-0.098897
263.5,0.46993,-0.098206,-0.099057
264,0.46977,-0.097882,-0.098789
264.3,0.46967,-0.097977,-0.098884
264.9,0.46948,-0.098169,-0.099075
265,0.46945,-0.097948,-0.098834
265.5,0.46929,-0.098107,-0.098994
266,0.46913,-0.097923,-0.098818
266.3,0.46904,-0.098019,-0.098913
266.9,0.46885,-0.09821,-0.099105
267,0.46881,-0.097973,-0.098852
267.5,0.46866,-0.098133,-0.099011
268,0.4685,-0.097933,-0.098825
268.3,0.4684,-0.098028,-0.098921
268.9,0.46821,-0.098219,-0.099112
269,0.46818,-0.097828,-0.098756
269.5,0.46802,-0.097987,-0.098915
270,0.46786,-0.097721,-0.098686
270.3,0.46776,-0.097817,-0.098782
270.9,0.46757,-0.098008,-0.098973
271,0.46754,-0.09773,-0.098693
271.5,0.46738,-0.09789,-0.098853
272,0.46722,-0.097835,-0.098765
272.3,0.46713,-0.097931,-0.09886
272.9,0.46694,-0.098122,-0.099051
273,0.4669,-0.097714,-0.098684
273.5,0.46674,-0.097874,-0.098844
274,0.46658,-0.097762,-0.098717
274.3,0.46649,-0.097858,-0.098813
274.9,0.4663,-0.098049,-0.099004
275,0.46627,-0.097804,-0.098745
275.5,0.46611,-0.097963,-0.098905
276,0.46595,-0.097842,-0.098771
276.3,0.46585,-0.097937,-0.098867
276.9,0.46566,-0.098129,-0.099058
277,0.46563,-0.097816,-0.098754
277.5,0.46547,-0.097975,-0.098913
278,0.46531,-0.097788,-0.098736
278.3,0.46522,-0.097884,-0.098832
278.9,0.46502,-0.098075,-0.099023
279,0.46499,-0.097726,-0.098696
279.5,0.46483,-0.097886,-0.098855
280,0.46467,-0.097763,-0.098721
280.3,0.46458,-0.097859,-0.098817
280.9,0.46439,-0.09805,-0.099008
281,0.46436,-0.097584,-0.098603
281.5,0.4642,-0.097743,-0.098762
282,0.46404,-0.097565,-0.098592
282.3,0.46394,-0.097661,-0.098688
282.9,0.46375,-0.097852,-0.098879
283,0.46372,-0.097386,-0.098475
283.5,0.46356,-0.097545,-0.098634
284,0.4634,-0.097314,-0.098428
284.3,0.4633,-0.097409,-0.098524
284.9,0.46311,-0.097601,-0.098715
285,0.46308,-0.0973,-0.09842
285.5,0.46292,-0.097459,-0.098579
286,0.46276,-0.097168,-0.098333
286.3,0.46267,-0.097263,-0.098428
286.9,0.46248,-0.097454,-0.09862
287,0.46244,-0.097376,-0.098475
287.5,0.46228,-0.097536,-0.098634
288,0.46213,-0.097323,-0.098439
288.3,0.46203,-0.097418,-0.098534
288.9,0.46184,-0.097609,-0.098725
289,0.46181,-0.097249,-0.098391
289.5,0.46165,-0.097408,-0.09855
290,0.46149,-0.09746,-0.098534
290.3,0.46139,-0.097556,-0.098629
290.9,0.4612,-0.097747,-0.09882
291,0.46117,-0.097514,-0.098569
291.5,0.46101,-0.097674,-0.098729
292,0.46085,-0.097441,-0.098521
292.3,0.46076,-0.097537,-0.098617
292.9,0.46056,-0.097728,-0.098808
293,0.46053,-0.097485,-0.098551
293.5,0.46037,-0.097644,-0.09871
294,0.46021,-0.097516,-0.098572
294.3,0.46012,-0.097612,-0.098668
294.9,0.45993,-0.097803,-0.098859
295,0.4599,-0.097507,-0.098566
295.5,0.45974,-0.097666,-0.098725
296,0.45958,-0.097331,-0.098452
296.3,0.45948,-0.097427,-0.098547
296.9,0.45929,-0.097618,-0.098739
297,0.45926,-0.097391,-0.098493
297.5,0.4591,-0.09755,-0.098652
298,0.45894,-0.097468,-0.098545
298.3,0.45884,-0.097564,-0.09864
298.9,0.45865,-0.097755,-0.098831
299,0.45862,-0.097377,-0.098485
299.5,0.45846,-0.097537,-0.098644
300,0.4583,-0.097394,-0.098497
300.3,0.45821,-0.09749,-0.098593
300.9,0.45802,-0.097681,-0.098784
301,0.45798,-0.097187,-0.098362
301.5,0.45782,-0.097347,-0.098522
302,0.45767,-0.096972,-0.098224
302.3,0.45757,-0.097067,-0.098319
302.9,0.45738,-0.097259,-0.09851
303,0.45735,-0.097004,-0.098246
303.5,0.45719,-0.097163,-0.098406
304,0.45703,-0.096997,-0.098242
304.3,0.45693,-0.097093,-0.098338
304.9,0.45674,-0.097284,-0.098529
305,0.45671,-0.097106,-0.098315
305.5,0.45655,-0.097266,-0.098474
306,0.45639,-0.097068,-0.09829
306.3,0.45629,-0.097164,-0.098385
306.9,0.4561,-0.097355,-0.098577
307,0.45607,-0.097067,-0.09829
307.5,0.45591,-0.097227,-0.098449
308,0.45575,-0.096983,-0.098235
308.3,0.45566,-0.097078,-0.09833
308.9,0.45547,-0.097269,-0.098522
309,0.45543,-0.097166,-0.098358
309.5,0.45528,-0.097325,-0.098517
310,0.45512,-0.096973,-0.098232
310.3,0.45502,-0.097069,-0.098328
310.9,0.45483,-0.09726,-0.098519
311,0.4548,-0.096869,-0.098166
311.5,0.45464,-0.097029,-0.098325
312,0.45448,-0.096922,-0.098202
312.3,0.45438,-0.097018,-0.098297
312.9,0.45419,-0.097209,-0.098488
313,0.45416,-0.096742,-0.098085
313.5,0.454,-0.096901,-0.098244
314,0.45384,-0.096792,-0.098119
315,0.45352,-0.0969,-0.098191
316,0.4532,-0.097001,-0.098257
317,0.45288,-0.096925,-0.098208
318,0.45257,-0.097001,-0.098259
319,0.45225,-0.096938,-0.098218
320,0.45193,-0.096914,-0.098203
321,0.45161,-0.096896,-0.098192
322,0.45129,-0.096729,-0.098085
323,0.45097,-0.096876,-0.098183
324,0.45065,-0.097025,-0.09828
325,0.45034,-0.097083,-0.098319
326,0.45002,-0.09712,-0.098343
327,0.4497,-0.097114,-0.09834
328,0.44938,-0.097047,-0.098297
329,0.44906,-0.09708,-0.09832
330,0.44874,-0.097055,-0.098304
331,0.44842,-0.097238,-0.098425
332,0.4481,-0.097182,-0.098389
333,0.44779,-0.097054,-0.098307
334,0.44747,-0.096925,-0.098225
335,0.44715,-0.096994,-0.098272
336,0.44683,-0.096833,-0.098169
337,0.44651,-0.096909,-0.098219
338,0.44619,-0.096905,-0.098217
339,0.44587,-0.096758,-0.098123
340,0.44555,-0.096745,-0.098117
341,0.44524,-0.096593,-0.09802
342,0.44492,-0.09664,-0.098052
343,0.4446,-0.09663,-0.098046
344,0.44428,-0.096658,-0.098064
345,0.44396,-0.096775,-0.098141
346,0.44364,-0.096644,-0.098057
347,0.44332,-0.09662,-0.098043
348,0.443,-0.096673,-0.098078
349,0.44269,-0.096522,-0.097982
350,0.44237,-0.096602,-0.098036
351,0.44205,-0.096693,-0.098094
352,0.44173,-0.09656,-0.09801
353,0.44141,-0.096528,-0.097991
354,0.44109,-0.096346,-0.097877
355,0.44077,-0.096224,-0.097801
356,0.44045,-0.096262,-0.097826
357,0.44014,-0.096183,-0.097777
358,0.43982,-0.09635,-0.097885
359,0.4395,-0.096321,-0.097867
360,0.43918,-0.096276,-0.097839
361,0.43886,-0.096286,-0.097846
362,0.43854,-0.096309,-0.097862
363,0.43822,-0.096289,-0.09785
364,0.43791,-0.096336,-0.09788
365,0.43759,-0.096166,-0.097774
366,0.43727,-0.096052,-0.097704
367,0.43695,-0.095977,-0.097658
368,0.43663,-0.095842,-0.097575
369,0.43631,-0.095937,-0.097637
370,0.43599,-0.095886,-0.097605
