Time/s,True_SOC,50,100,200,300
3707,0.63534,0.637672186,0.636462212,0.640922487,0.625234783
3708,0.63534,0.637791514,0.636621952,0.640916169,0.625421822
3709,0.63534,0.637903094,0.636773825,0.640906692,0.62572664
3710,0.63534,0.63799727,0.63689965,0.640922487,0.6260553
3711,0.63534,0.638071179,0.636990249,0.640945971,0.626374483
3712,0.63534,0.638122737,0.637037933,0.640975952,0.626606703
3713,0.63534,0.638152599,0.637046993,0.640990973,0.626745999
3714,0.63534,0.638166904,0.637026012,0.640979886,0.626832485
3715,0.63534,0.638169825,0.636980176,0.64095825,0.626856744
3716,0.63534,0.638160348,0.636919677,0.640921056,0.626872778
3717,0.63534,0.638135791,0.636848867,0.640879929,0.626915216
3718,0.63534,0.638100207,0.63676393,0.640857279,0.626931071
3719,0.63534,0.638055623,0.636665404,0.640853643,0.626857042
3720,0.63534,0.638006866,0.636562645,0.640846133,0.626716614
3721,0.63534,0.637957871,0.636467457,0.64082104,0.626593232
3722,0.63534,0.63791275,0.636379182,0.640811205,0.626425445
3723,0.63534,0.637871623,0.636308789,0.640789747,0.626298368
3724,0.63534,0.637835622,0.636253774,0.640780926,0.626182735
3725,0.63534,0.637809992,0.636211753,0.640791416,0.626016498
3726,0.63534,0.637794435,0.636192203,0.640789151,0.625877559
3727,0.63534,0.63778615,0.636197984,0.640772641,0.62585932
3728,0.63534,0.637784958,0.63621664,0.640779316,0.625885904
3729,0.63534,0.637786925,0.636242688,0.640795946,0.625940681
3730,0.63534,0.637788296,0.636271358,0.640811384,0.626033485
3731,0.63534,0.63779074,0.636290789,0.640851557,0.626016855
3732,0.63534,0.637795687,0.636316776,0.640846133,0.626070917
3733,0.63534,0.637801349,0.636340857,0.640844464,0.626140893
3734,0.63534,0.6378057,0.636361718,0.64084357,0.626214623
3735,0.63534,0.637810171,0.636374652,0.640853047,0.626228929
3736,0.63534,0.637816191,0.636383891,0.640856266,0.626193285
3737,0.63534,0.637825012,0.636395216,0.640847743,0.626146674
3738,0.63534,0.637836754,0.636414468,0.64082253,0.626178086
3739,0.63534,0.637847781,0.636433601,0.640815616,0.626231849
3740,0.63534,0.637853861,0.636452675,0.640806258,0.626363099
3741,0.63534,0.637853205,0.636458039,0.640823722,0.626465142
3742,0.63534,0.637842238,0.636452496,0.640831113,0.626583934
3743,0.63534,0.637822628,0.636429489,0.640845239,0.626655161
3744,0.63534,0.637794077,0.636394858,0.64084059,0.626731038
3745,0.63534,0.637758017,0.636344612,0.640843451,0.62673223
3746,0.63534,0.63771975,0.636288285,0.640825033,0.626731634
3747,0.63534,0.637680411,0.636223972,0.640818298,0.626648486
3748,0.63534,0.637644708,0.636162341,0.640801311,0.626524389
3749,0.63534,0.63761574,0.636109829,0.640780628,0.626379311
3750,0.63534,0.637594044,0.636072397,0.640758812,0.626246333
3751,0.63534,0.637579143,0.636053443,0.640737712,0.626170397
3752,0.63512,0.63752538,0.635981917,0.640483439,0.626152992
3753,0.63486,0.637425125,0.635870755,0.640063047,0.626134157
3754,0.63468,0.637291908,0.635721087,0.639612436,0.62602222
3755,0.63444,0.637146473,0.635542035,0.639221668,0.625834763
3756,0.63417,0.637004793,0.635343492,0.63894248,0.625642598
3757,0.63391,0.636871994,0.635128856,0.638799667,0.625448108
3758,0.63369,0.636748314,0.634901047,0.638764918,0.625249028
3759,0.63343,0.636628926,0.634664595,0.63878423,0.625053525
3760,0.63322,0.63651228,0.634421766,0.638812423,0.624829471
3761,0.63295,0.63639915,0.634180903,0.638790965,0.624628425
3762,0.63274,0.636292696,0.633948386,0.638680458,0.624586821
3763,0.63248,0.63618505,0.633715332,0.638506949,0.62472105
3764,0.63226,0.636061251,0.633462846,0.638315856,0.624878466
3765,0.632,0.635919929,0.633183777,0.638092577,0.625021696
3766,0.63179,0.635761619,0.632875085,0.637839198,0.625132799
3767,0.63153,0.635588825,0.632538199,0.637563467,0.625214577
3768,0.63129,0.635402024,0.63217324,0.637292564,0.625188887
3769,0.63105,0.635207713,0.631788373,0.637021303,0.625042677
3770,0.63081,0.635014057,0.631397009,0.636734903,0.624860644
3771,0.63057,0.634822249,0.631007016,0.636438251,0.624741256
3772,0.63033,0.634628117,0.630613148,0.636169314,0.624626458
3773,0.6301,0.634422362,0.630210757,0.635941625,0.624387681
3774,0.62986,0.634212136,0.629809678,0.635706723,0.624091864
3775,0.62962,0.63400358,0.629416108,0.635463476,0.623776138
3776,0.62938,0.633796632,0.629034221,0.635222197,0.623426616
3777,0.62914,0.633590281,0.628669143,0.634981573,0.623042285
3778,0.6289,0.6333915,0.62832737,0.634718299,0.622748613
3779,0.62867,0.63319242,0.628001153,0.634477735,0.622454643
3780,0.62843,0.632992029,0.627691865,0.634229958,0.622232914
3781,0.62819,0.632789254,0.627389431,0.634001613,0.622003436
3782,0.62795,0.632579863,0.62709403,0.633769691,0.621792793
3783,0.62771,0.632364213,0.62680167,0.633540511,0.621569812
3784,0.62747,0.632140219,0.626510441,0.633323848,0.621242642
3785,0.62724,0.63191849,0.626230299,0.633083522,0.620893657
3786,0.627,0.631703556,0.625967324,0.63282162,0.620608985
3787,0.62676,0.631492496,0.625718176,0.632565618,0.620373428
3788,0.62652,0.631280422,0.625479281,0.632311165,0.620224297
3789,0.62628,0.631063044,0.625239491,0.632071733,0.620127082
3790,0.62605,0.630833864,0.62499094,0.631836712,0.620087743
3791,0.62581,0.630589962,0.624722958,0.631614327,0.620035648
3792,0.62557,0.630327344,0.624431968,0.631395996,0.619910657
3793,0.62533,0.630053937,0.624121964,0.631154239,0.619772315
3794,0.62509,0.62976861,0.623795033,0.630893767,0.619658589
3795,0.62485,0.629468322,0.623446524,0.630654395,0.619413435
3796,0.62462,0.629157722,0.6230883,0.630402565,0.619065225
3797,0.62438,0.628848493,0.62273252,0.630127907,0.618704379
3798,0.62414,0.628542125,0.622384727,0.62985152,0.618348002
3799,0.6239,0.628238797,0.622048199,0.629586637,0.617980301
3800,0.62366,0.627941132,0.621726334,0.629321277,0.617666483
3801,0.62342,0.627645493,0.621416688,0.629073739,0.617366493
3802,0.62319,0.627352118,0.621116221,0.628830969,0.617106676
3803,0.62295,0.627057433,0.620821059,0.628598869,0.616853356
3804,0.62271,0.626762509,0.620528758,0.628376245,0.616552889
3805,0.62247,0.626471877,0.620243371,0.628143609,0.616236627
3806,0.62223,0.626186132,0.619967937,0.627905905,0.615897715
3807,0.62199,0.625909209,0.619706094,0.627659738,0.615562379
3808,0.62176,0.625642657,0.61945951,0.62740761,0.615264237
3809,0.62152,0.625384927,0.619226635,0.627153039,0.61504513
3810,0.62128,0.625129044,0.61899811,0.62692672,0.614779472
3811,0.62104,0.624879718,0.618776441,0.626695871,0.614511073
3812,0.6208,0.624635518,0.618561685,0.62646246,0.614250302
3813,0.62057,0.624393046,0.618352175,0.626242578,0.613910973
3814,0.62033,0.624162972,0.618155956,0.626006305,0.613573432
3815,0.62009,0.623945296,0.617975473,0.625765681,0.613255858
3816,0.61985,0.623740971,0.617810965,0.625520706,0.613006413
3817,0.61961,0.623543739,0.617657125,0.625282705,0.612825572
3818,0.61937,0.623348057,0.617504835,0.625063658,0.612639785
3819,0.61914,0.623152852,0.617350578,0.624853909,0.612399817
3820,0.6189,0.622959912,0.617196321,0.624646366,0.612061143
3821,0.61866,0.622777462,0.617053568,0.624412835,0.611730993
3822,0.61842,0.622607887,0.616926074,0.624165595,0.611470103
3823,0.61818,0.62244767,0.61680764,0.623935223,0.611201525
3824,0.61794,0.622293711,0.616698503,0.623712778,0.610911191
3825,0.61771,0.622149765,0.616601884,0.623476148,0.610704243
3826,0.61747,0.622009993,0.616509438,0.623252928,0.610525966
3827,0.61723,0.621872663,0.616415858,0.623040557,0.610334635
3828,0.61699,0.621733606,0.61632055,0.622829616,0.610116124
3829,0.61675,0.621598721,0.616224468,0.622612536,0.609880567
3830,0.61651,0.621466637,0.616130471,0.62238735,0.609647751
3831,0.61628,0.621340036,0.616038322,0.622157991,0.609428346
3832,0.61604,0.621216893,0.615947902,0.621924877,0.609248877
3833,0.6158,0.62109369,0.61585623,0.62169224,0.609123588
3834,0.61556,0.620969176,0.615756273,0.621462226,0.609058976
