Time/s,True_SOC,UKF_SOC,UKF_errors
1659,0.83788,0.83826,0.00038
1660,0.83802,0.83841,0.00039
1661,0.83815,0.83855,0.0004
1662,0.83829,0.83866,0.00037
1663,0.83842,0.83883,0.00041
1664,0.83856,0.83896,0.0004
1665,0.83869,0.8391,0.00041
1666,0.83882,0.83923,0.00041
1667,0.83896,0.83936,0.0004
1668,0.83909,0.83948,0.00039
1669,0.83923,0.83962,0.00039
1670,0.83936,0.83975,0.00039
1671,0.8395,0.83985,0.00035
1672,0.83963,0.83997,0.00034
1673,0.83977,0.84013,0.00036
1674,0.8399,0.84027,0.00037
1675,0.84003,0.84039,0.00036
1676,0.84017,0.84052,0.00035
1677,0.8403,0.84062,0.00032
1678,0.84044,0.84077,0.00033
1679,0.84057,0.84086,0.00029
1680,0.84071,0.84102,0.00031
1681,0.84084,0.84116,0.00032
1682,0.84097,0.8413,0.00033
1683,0.84111,0.84145,0.00034
1684,0.84124,0.84158,0.00034
1685,0.84138,0.84172,0.00034
1686,0.84151,0.84187,0.00036
1687,0.84165,0.84199,0.00034
1688,0.84178,0.84212,0.00034
1689,0.84192,0.84224,0.00032
1690,0.84205,0.84238,0.00033
1691,0.84218,0.8425,0.00032
1692,0.84232,0.84264,0.00032
1693,0.84245,0.84281,0.00036
1694,0.84259,0.84291,0.00032
1695,0.84272,0.84306,0.00034
1696,0.84286,0.8432,0.00034
1697,0.84299,0.84336,0.00037
1698,0.84313,0.84351,0.00038
1699,0.84326,0.84361,0.00035
1700,0.84339,0.84377,0.00038
1701,0.84353,0.84392,0.00039
1702,0.84366,0.84404,0.00038
1703,0.8438,0.84418,0.00038
1704,0.84393,0.84432,0.00039
1705,0.84407,0.84447,0.0004
1706,0.8442,0.84465,0.00045
1707,0.84434,0.84476,0.00042
1708,0.84447,0.84491,0.00044
1709,0.8446,0.84504,0.00044
1710,0.84474,0.84514,0.0004
1711,0.84487,0.84529,0.00042
1712,0.84501,0.84546,0.00045
1713,0.84514,0.84563,0.00049
1714,0.84528,0.84576,0.00048
1715,0.84541,0.84591,0.0005
1716,0.84554,0.84603,0.00049
1717,0.84568,0.84614,0.00046
1718,0.84581,0.84625,0.00044
1719,0.84595,0.84636,0.00041
1720,0.84608,0.8465,0.00042
1721,0.84622,0.84664,0.00042
1722,0.84635,0.84675,0.0004
1723,0.84649,0.84688,0.00039
1724,0.84662,0.84698,0.00036
1725,0.84675,0.84711,0.00036
1726,0.84689,0.84721,0.00032
1727,0.84702,0.84737,0.00035
1728,0.84716,0.84749,0.00033
1729,0.84729,0.84764,0.00035
1730,0.84743,0.84778,0.00035
1731,0.84756,0.84792,0.00036
1732,0.8477,0.84805,0.00035
1733,0.84783,0.84817,0.00034
1734,0.84796,0.84829,0.00033
1735,0.8481,0.84842,0.00032
1736,0.84823,0.84852,0.00029
1737,0.84837,0.84867,0.0003
1738,0.8485,0.8488,0.0003
1739,0.84864,0.84893,0.00029
1740,0.84877,0.84906,0.00029
1741,0.8489,0.84919,0.00029
1742,0.84904,0.84932,0.00028
1743,0.84917,0.84944,0.00027
1744,0.84931,0.84957,0.00026
1745,0.84944,0.8497,0.00026
1746,0.84958,0.84982,0.00024
1747,0.84971,0.84997,0.00026
1748,0.84985,0.85004,0.00019
1749,0.84998,0.85021,0.00023
1750,0.85011,0.85033,0.00022
1751,0.85025,0.85044,0.00019
1752,0.85038,0.85058,0.0002
1753,0.85052,0.85072,0.0002
1754,0.85065,0.85084,0.00019
1755,0.85079,0.85099,0.0002
1756,0.85092,0.85114,0.00022
1757,0.85106,0.85127,0.00021
1758,0.85119,0.85142,0.00023
1759,0.85132,0.85153,0.00021
1760,0.85146,0.85164,0.00018
1761,0.85159,0.85173,0.00014
1762,0.85173,0.85186,0.00013
1763,0.85186,0.85198,0.00012
1764,0.852,0.85214,0.00014
1765,0.85213,0.85225,0.00012
1766,0.85227,0.85236,9E-05
1767,0.8524,0.85247,7E-05
1768,0.85253,0.85261,8E-05
1769,0.85267,0.85273,6E-05
1770,0.8528,0.85287,7E-05
1771,0.85294,0.85297,3E-05
1772,0.85307,0.85314,7E-05
1773,0.85321,0.85328,7E-05
1774,0.85334,0.85341,7E-05
1775,0.85347,0.85354,7E-05
1776,0.85361,0.85367,6E-05
1777,0.85374,0.8538,6E-05
1778,0.85388,0.85393,5E-05
1779,0.85401,0.85406,5E-05
1780,0.85415,0.85417,2E-05
1781,0.85428,0.85432,4E-05
1782,0.85442,0.85444,2E-05
1783,0.85455,0.85458,3E-05
1784,0.85468,0.85473,5E-05
1785,0.85482,0.85486,4E-05
1786,0.85495,0.855,5E-05
1787,0.85509,0.85514,5E-05
1788,0.85522,0.85527,5E-05
1789,0.85536,0.85545,9E-05
1790,0.85549,0.85561,0.00012
1791,0.85563,0.85578,0.00015
1792,0.85576,0.85589,0.00013
1793,0.85589,0.85602,0.00013
1794,0.85603,0.85613,1E-04
1795,0.85616,0.85622,6E-05
1796,0.8563,0.85635,5E-05
1797,0.85643,0.85649,6E-05
1798,0.85657,0.85666,9E-05
1799,0.8567,0.85681,0.00011
1800,0.85684,0.85696,0.00012
1801,0.85697,0.85709,0.00012
1802,0.8571,0.85723,0.00013
1803,0.85724,0.85737,0.00013
1804,0.85737,0.85747,1E-04
1805,0.85751,0.85758,7E-05
1806,0.85764,0.8577,6E-05
1807,0.85778,0.85783,5E-05
1808,0.85791,0.85797,6E-05
1809,0.85804,0.85811,7E-05
1810,0.85818,0.85824,6E-05
1811,0.85831,0.85839,8E-05
1812,0.85845,0.85852,7E-05
1813,0.85858,0.85865,7E-05
1814,0.85872,0.85879,7E-05
1815,0.85885,0.85894,9E-05
1816,0.85899,0.85907,8E-05
1817,0.85912,0.85919,7E-05
1818,0.85925,0.85931,6E-05
1819,0.85939,0.85942,3E-05
1820,0.85952,0.85958,6E-05
1821,0.85966,0.8597,4E-05
1822,0.85979,0.85986,7E-05
1823,0.85993,0.86001,8E-05
1824,0.86006,0.86015,9E-05
1825,0.8602,0.86026,6E-05
1826,0.86033,0.86042,9E-05
1827,0.86046,0.86057,0.00011
1828,0.8606,0.86068,8E-05
1829,0.86073,0.86083,1E-04
1830,0.86087,0.86098,0.00011
1831,0.861,0.8611,1E-04
1832,0.86114,0.86125,0.00011
1833,0.86127,0.86135,8E-05
1834,0.8614,0.8615,1E-04
1835,0.86154,0.86165,0.00011
1836,0.86167,0.86177,1E-04
1837,0.86181,0.86188,7E-05
1838,0.86194,0.86201,7E-05
1839,0.86208,0.86213,5E-05
1840,0.86221,0.86228,7E-05
1841,0.86235,0.86239,4E-05
1842,0.86248,0.86252,4E-05
1843,0.86261,0.86264,3E-05
1844,0.86275,0.86277,2E-05
1845,0.86288,0.86292,4E-05
1846,0.86302,0.86305,3E-05
1847,0.86315,0.86317,2E-05
1848,0.86329,0.8633,1E-05
1849,0.86342,0.86345,3E-05
1850,0.86356,0.86359,3E-05
1851,0.86369,0.86368,1E-05
1852,0.86382,0.86382,0
1853,0.86396,0.86395,1E-05
1854,0.86409,0.8641,1E-05
1855,0.86423,0.86424,1E-05
1856,0.86436,0.86438,2E-05
1857,0.8645,0.86452,2E-05
1858,0.86463,0.86466,3E-05
1859,0.86477,0.86475,2E-05
1860,0.8649,0.8649,0
1861,0.86503,0.86502,1E-05
1862,0.86517,0.86514,3E-05
1863,0.8653,0.86527,3E-05
1864,0.86544,0.86539,5E-05
1865,0.86557,0.86552,5E-05
1866,0.86571,0.86568,3E-05
1867,0.86584,0.86579,5E-05
1868,0.86597,0.86589,8E-05
1869,0.86611,0.86601,0.0001
1870,0.86624,0.86614,1E-04
1871,0.86638,0.86627,0.00011
1872,0.86651,0.8664,0.00011
1873,0.86665,0.86655,1E-04
1874,0.86678,0.86668,1E-04
1875,0.86692,0.86682,1E-04
1876,0.86705,0.86692,0.00013
1877,0.86718,0.86707,0.00011
1878,0.86732,0.8672,0.00012
1879,0.86745,0.86727,0.00018
1880,0.86759,0.8674,0.00019
1881,0.86772,0.86752,0.0002
1882,0.86786,0.86766,0.0002
1883,0.86799,0.86778,0.00021
1884,0.86813,0.86787,0.00026
1885,0.86826,0.868,0.00026
1886,0.86839,0.86812,0.00027
1887,0.86853,0.86825,0.00028
1888,0.86866,0.86838,0.00028
1889,0.8688,0.86851,0.00029
1890,0.86893,0.86863,0.0003
1891,0.86907,0.86878,0.00029
1892,0.8692,0.86891,0.00029
1893,0.86934,0.86904,0.0003
1894,0.86947,0.86916,0.00031
1895,0.8696,0.8693,0.0003
1896,0.86974,0.86943,0.00031
1897,0.86987,0.86957,0.0003
1898,0.87001,0.8697,0.00031
1899,0.87014,0.86982,0.00032
1900,0.87028,0.86995,0.00033
1901,0.87041,0.87006,0.00035
1902,0.87054,0.87018,0.00036
1903,0.87068,0.87034,0.00034
1904,0.87081,0.87052,0.00029
1905,0.87095,0.8706,0.00035
1906,0.87108,0.87074,0.00034
1907,0.87122,0.87085,0.00037
1908,0.87135,0.87099,0.00036
1909,0.87149,0.8711,0.00039
1910,0.87162,0.87126,0.00036
1911,0.87175,0.87138,0.00037
1912,0.87189,0.87152,0.00037
1913,0.87202,0.87168,0.00034
1914,0.87216,0.87183,0.00033
1915,0.87229,0.87196,0.00033
1916,0.87243,0.87211,0.00032
1917,0.87256,0.87225,0.00031
1918,0.8727,0.87235,0.00035
1919,0.87283,0.8725,0.00033
1920,0.87296,0.87262,0.00034
1921,0.8731,0.87272,0.00038
1922,0.87323,0.87285,0.00038
1923,0.87337,0.87302,0.00035
1924,0.8735,0.87316,0.00034
1925,0.87364,0.87331,0.00033
1926,0.87377,0.87347,0.0003
1927,0.8739,0.87359,0.00031
1928,0.87404,0.87373,0.00031
1929,0.87417,0.87388,0.00029
1930,0.87431,0.87404,0.00027
1931,0.87444,0.87415,0.00029
1932,0.87458,0.87428,0.0003
1933,0.87471,0.87442,0.00029
1934,0.87485,0.87455,0.0003
1935,0.87498,0.8747,0.00028
1936,0.87511,0.8748,0.00031
1937,0.87525,0.87495,0.0003
1938,0.87538,0.87509,0.00029
1939,0.87552,0.8752,0.00032
1940,0.87565,0.87536,0.00029
1941,0.87579,0.8755,0.00029
1942,0.87592,0.87563,0.00029
1943,0.87606,0.87581,0.00025
1944,0.87619,0.87594,0.00025
1945,0.87632,0.87607,0.00025
1946,0.87646,0.8762,0.00026
1947,0.87659,0.87635,0.00024
1948,0.87673,0.87649,0.00024
1949,0.87686,0.87664,0.00022
1950,0.877,0.87681,0.00019
1951,0.87713,0.87696,0.00017
1952,0.87727,0.87709,0.00018
1953,0.8774,0.87723,0.00017
1954,0.87753,0.87738,0.00015
1955,0.87767,0.87754,0.00013
1956,0.8778,0.87767,0.00013
1957,0.87794,0.87782,0.00012
1958,0.87807,0.87799,8E-05
1959,0.87821,0.87813,8E-05
1960,0.87834,0.87827,7E-05
1961,0.87847,0.87839,8E-05
1962,0.87861,0.87853,8E-05
1963,0.87874,0.87865,9E-05
1964,0.87888,0.87881,7E-05
1965,0.87901,0.87893,8E-05
1966,0.87915,0.87906,9E-05
1967,0.87928,0.87921,7E-05
1968,0.87942,0.87934,8E-05
1969,0.87955,0.87949,6E-05
1970,0.87968,0.87958,1E-04
1971,0.87982,0.87974,8E-05
1972,0.87995,0.87988,7E-05
1973,0.88009,0.88001,8E-05
1974,0.88022,0.88016,6E-05
1975,0.88036,0.8803,6E-05
1976,0.88049,0.88043,6E-05
1977,0.88063,0.8806,3E-05
1978,0.88076,0.88073,3E-05
1979,0.88089,0.88084,5E-05
1980,0.88103,0.88097,6E-05
1981,0.88116,0.88113,3E-05
1982,0.8813,0.88121,9E-05
1983,0.88143,0.88136,7E-05
1984,0.88157,0.88151,6E-05
1985,0.8817,0.88162,8E-05
1986,0.88184,0.88177,7E-05
1987,0.88197,0.8819,7E-05
1988,0.8821,0.88204,6E-05
1989,0.88224,0.88219,5E-05
1990,0.88237,0.88233,4E-05
1991,0.88251,0.88246,5E-05
1992,0.88264,0.88259,5E-05
1993,0.88278,0.88271,7E-05
1994,0.88291,0.88283,8E-05
1995,0.88304,0.88295,9E-05
1996,0.88318,0.88305,0.00013
1997,0.88331,0.8832,0.00011
1998,0.88345,0.88332,0.00013
1999,0.88358,0.88346,0.00012
2000,0.88372,0.8836,0.00012
2001,0.88385,0.88371,0.00014
2002,0.88399,0.88384,0.00015
2003,0.88412,0.88398,0.00014
2004,0.88425,0.8841,0.00015
2005,0.88439,0.88426,0.00013
2006,0.88452,0.8844,0.00012
2007,0.88466,0.88454,0.00012
2008,0.88479,0.88468,0.00011
2009,0.88493,0.88483,1E-04
2010,0.88506,0.88495,0.00011
2011,0.8852,0.88508,0.00012
2012,0.88533,0.88521,0.00012
2013,0.88546,0.88533,0.00013
2014,0.8856,0.88548,0.00012
2015,0.88573,0.8856,0.00013
2016,0.88587,0.88574,0.00013
2017,0.886,0.88585,0.00015
2018,0.88614,0.88599,0.00015
2019,0.88627,0.88612,0.00015
2020,0.8864,0.88627,0.00013
2021,0.88654,0.88641,0.00013
2022,0.88667,0.8865,0.00017
2023,0.88681,0.88665,0.00016
2024,0.88694,0.8868,0.00014
2025,0.88708,0.88694,0.00014
2026,0.88721,0.8871,0.00011
2027,0.88735,0.88724,0.00011
2028,0.88748,0.88736,0.00012
2029,0.88761,0.88751,1E-04
2030,0.88775,0.88764,0.00011
2031,0.88788,0.88775,0.00013
2032,0.88802,0.8879,0.00012
2033,0.88815,0.88803,0.00012
2034,0.88829,0.88818,0.00011
2035,0.88842,0.8883,0.00012
2036,0.88856,0.88842,0.00014
2037,0.88869,0.8886,9E-05
2038,0.88882,0.88871,0.00011
2039,0.88896,0.88884,0.00012
2040,0.88909,0.88898,0.00011
2041,0.88923,0.88909,0.00014
2042,0.88936,0.88923,0.00013
2043,0.8895,0.88937,0.00013
2044,0.88963,0.88952,0.00011
2045,0.88977,0.88964,0.00013
2046,0.8899,0.88979,0.00011
2047,0.89003,0.88992,0.00011
2048,0.89017,0.89007,1E-04
2049,0.8903,0.89021,9E-05
2050,0.89044,0.89033,0.00011
2051,0.89057,0.89049,8E-05
2052,0.89071,0.89063,8E-05
2053,0.89084,0.89076,8E-05
2054,0.89097,0.89085,0.00012
2055,0.89111,0.89101,1E-04
2056,0.89124,0.89112,0.00012
2057,0.89138,0.89127,0.00011
2058,0.89151,0.8914,0.00011
2059,0.89165,0.89155,0.0001
2060,0.89178,0.8917,8E-05
2061,0.89192,0.89183,9E-05
2062,0.89205,0.89195,1E-04
2063,0.89218,0.89209,9E-05
2064,0.89232,0.8922,0.00012
2065,0.89245,0.89232,0.00013
2066,0.89259,0.89245,0.00014
2067,0.89272,0.89259,0.00013
2068,0.89286,0.89276,1E-04
2069,0.89299,0.89292,7E-05
2070,0.89313,0.89308,5E-05
2071,0.89326,0.89318,8E-05
2072,0.89339,0.89334,5E-05
2073,0.89353,0.89346,7E-05
2074,0.89366,0.8936,6E-05
2075,0.8938,0.89375,5E-05
2076,0.89393,0.89385,8E-05
2077,0.89407,0.89401,6E-05
2078,0.8942,0.89414,6E-05
2079,0.89434,0.89427,7E-05
2080,0.89447,0.89444,3E-05
2081,0.8946,0.89458,2E-05
2082,0.89474,0.8947,4E-05
2083,0.89487,0.89482,5E-05
2084,0.89501,0.89496,5E-05
2085,0.89514,0.89511,3E-05
2086,0.89528,0.89521,7E-05
2087,0.89541,0.89535,6E-05
2088,0.89554,0.89549,5E-05
2089,0.89568,0.89564,4E-05
2090,0.89581,0.89575,6E-05
2091,0.89595,0.89591,4E-05
2092,0.89608,0.89606,2E-05
2093,0.89622,0.89617,5E-05
2094,0.89635,0.89631,4E-05
2095,0.89649,0.89645,4E-05
2096,0.89662,0.89657,5E-05
2097,0.89675,0.89671,4E-05
2098,0.89689,0.89684,5E-05
2099,0.89702,0.89693,9E-05
2100,0.89716,0.89709,7E-05
2101,0.89729,0.89723,6E-05
2102,0.89743,0.89739,4E-05
2103,0.89756,0.89753,3E-05
2104,0.8977,0.89765,5E-05
2105,0.89783,0.89778,5E-05
2106,0.89796,0.8979,6E-05
2107,0.8981,0.89802,8E-05
2108,0.89823,0.89812,0.00011
2109,0.89837,0.89823,0.00014
2110,0.8985,0.89838,0.00012
2111,0.89864,0.89853,0.00011
2112,0.89877,0.89865,0.00012
2113,0.8989,0.89882,8E-05
2114,0.89904,0.89893,0.00011
2115,0.89917,0.89909,8E-05
2116,0.89931,0.89922,9E-05
2117,0.89944,0.89937,7E-05
2118,0.89958,0.89951,7E-05
2119,0.89971,0.89963,8E-05
2120,0.89985,0.89977,8E-05
2121,0.89998,0.89988,1E-04
2122,0.90011,0.90003,8E-05
2123,0.90025,0.90016,9E-05
2124,0.89984,0.89975,9E-05
2125,0.89943,0.89932,0.00011
2126,0.89902,0.8989,0.00012
2127,0.89861,0.89849,0.00012
2128,0.8982,0.89806,0.00014
2129,0.89779,0.89765,0.00014
2130,0.89738,0.89723,0.00015
2131,0.89697,0.8968,0.00017
2132,0.89656,0.89643,0.00013
2133,0.89615,0.89599,0.00016
2134,0.89574,0.8956,0.00014
2135,0.89533,0.89521,0.00012
2136,0.89492,0.89482,0.0001
2137,0.89451,0.89442,9E-05
2138,0.89411,0.89401,1E-04
2139,0.8937,0.89361,9E-05
2140,0.89329,0.89322,7E-05
2141,0.89288,0.8928,8E-05
2142,0.89247,0.89238,9E-05
2143,0.89206,0.89199,7E-05
2144,0.89165,0.89156,9E-05
2145,0.89124,0.89115,9E-05
2146,0.89083,0.89073,1E-04
2147,0.89042,0.89034,8E-05
2148,0.89001,0.88995,6E-05
2149,0.8896,0.88954,6E-05
2150,0.88919,0.88912,7E-05
2151,0.88878,0.88871,7E-05
2152,0.88837,0.88833,4E-05
2153,0.88796,0.88793,3E-05
2154,0.88755,0.8875,5E-05
2155,0.88714,0.88711,3E-05
2156,0.88673,0.88668,5E-05
2157,0.88632,0.88625,7E-05
2158,0.88591,0.88583,8E-05
2159,0.8855,0.88541,9E-05
2160,0.88509,0.88501,8E-05
2161,0.88468,0.88458,1E-04
2162,0.88428,0.88417,0.00011
2163,0.88387,0.88375,0.00012
2164,0.88346,0.88333,0.00013
2165,0.88305,0.88293,0.00012
2166,0.88264,0.88253,0.00011
2167,0.88223,0.8821,0.00013
2168,0.88182,0.88167,0.00015
2169,0.88141,0.88127,0.00014
2170,0.881,0.88084,0.00016
2171,0.88059,0.88044,0.00015
2172,0.88018,0.88004,0.00014
2173,0.87977,0.87962,0.00015
2174,0.87936,0.87923,0.00013
2175,0.87895,0.87878,0.00017
2176,0.87854,0.87839,0.00015
2177,0.87813,0.87799,0.00014
2178,0.87772,0.87759,0.00013
2179,0.87731,0.87719,0.00012
2180,0.8769,0.87678,0.00012
2181,0.87649,0.87637,0.00012
2182,0.87608,0.87594,0.00014
2183,0.87567,0.87552,0.00015
2184,0.87526,0.87512,0.00014
2185,0.87485,0.87471,0.00014
2186,0.87445,0.8743,0.00015
2187,0.87404,0.87387,0.00017
2188,0.87363,0.87346,0.00017
2189,0.87322,0.87303,0.00019
2190,0.87281,0.8726,0.00021
2191,0.8724,0.87222,0.00018
2192,0.87199,0.87182,0.00017
2193,0.87158,0.8714,0.00018
2194,0.87117,0.87098,0.00019
2195,0.87076,0.87056,0.0002
2196,0.87035,0.87012,0.00023
2197,0.86994,0.86974,0.0002
2198,0.86953,0.86931,0.00022
2199,0.86912,0.8689,0.00022
2200,0.86871,0.86847,0.00024
2201,0.8683,0.86807,0.00023
2202,0.86789,0.86766,0.00023
2203,0.86748,0.86724,0.00024
2204,0.86707,0.86682,0.00025
2205,0.86666,0.86642,0.00024
2206,0.86625,0.866,0.00025
2207,0.86584,0.86562,0.00022
2208,0.86543,0.86519,0.00024
2209,0.86502,0.8648,0.00022
2210,0.86462,0.86439,0.00023
2211,0.86421,0.86398,0.00023
2212,0.8638,0.86356,0.00024
2213,0.86339,0.86317,0.00022
2214,0.86314,0.86293,0.00021
2215,0.86289,0.86268,0.00021
2216,0.86264,0.86243,0.00021
2217,0.86239,0.86218,0.00021
2218,0.86215,0.86193,0.00022
2219,0.8619,0.86168,0.00022
2220,0.86165,0.86144,0.00021
2221,0.8614,0.86119,0.00021
2222,0.86115,0.86097,0.00018
2223,0.8609,0.8607,0.0002
2224,0.86066,0.86044,0.00022
2225,0.86041,0.8602,0.00021
2226,0.86016,0.85995,0.00021
2227,0.85991,0.8597,0.00021
2228,0.85966,0.85945,0.00021
2229,0.85941,0.85919,0.00022
2230,0.85917,0.85895,0.00022
2231,0.85892,0.85871,0.00021
2232,0.85867,0.85848,0.00019
2233,0.85842,0.85825,0.00017
2234,0.85817,0.85798,0.00019
2235,0.85793,0.85772,0.00021
2236,0.85768,0.85748,0.0002
2237,0.85743,0.85725,0.00018
2238,0.85718,0.85701,0.00017
2239,0.85693,0.85675,0.00018
2240,0.85668,0.85652,0.00016
2241,0.85644,0.85627,0.00017
2242,0.85619,0.85601,0.00018
2243,0.85594,0.85578,0.00016
2244,0.85569,0.85549,0.0002
2245,0.85544,0.85525,0.00019
2246,0.85519,0.85501,0.00018
2247,0.85495,0.85477,0.00018
2248,0.8547,0.85454,0.00016
2249,0.85445,0.8543,0.00015
2250,0.8542,0.85404,0.00016
2251,0.85395,0.85381,0.00014
2252,0.85371,0.85357,0.00014
2253,0.85346,0.85332,0.00014
2254,0.85321,0.8531,0.00011
2255,0.85296,0.85286,0.0001
2256,0.85271,0.85262,9E-05
2257,0.85246,0.85236,1E-04
2258,0.85222,0.85211,0.00011
2259,0.85197,0.85187,1E-04
2260,0.85172,0.85161,0.00011
2261,0.85147,0.85136,0.00011
2262,0.85122,0.85112,1E-04
2263,0.85097,0.8509,7E-05
2264,0.85097,0.85087,1E-04
2265,0.85097,0.85087,1E-04
2266,0.85097,0.85086,0.00011
2267,0.85097,0.85087,1E-04
2268,0.85097,0.85087,1E-04
2269,0.85097,0.85087,1E-04
2270,0.85097,0.85086,0.00011
2271,0.85097,0.85088,9E-05
2272,0.85097,0.85085,0.00012
2273,0.85097,0.85083,0.00014
2274,0.85097,0.85085,0.00012
2275,0.85097,0.85084,0.00013
2276,0.85097,0.85083,0.00014
2277,0.85097,0.85083,0.00014
2278,0.85097,0.85082,0.00015
2279,0.85097,0.85081,0.00016
2280,0.85097,0.85082,0.00015
2281,0.85097,0.85082,0.00015
2282,0.85097,0.85084,0.00013
2283,0.85097,0.85086,0.00011
2284,0.85097,0.85081,0.00016
2285,0.85097,0.85082,0.00015
2286,0.85097,0.85082,0.00015
2287,0.85097,0.85082,0.00015
2288,0.85097,0.85082,0.00015
2289,0.85097,0.85079,0.00018
2290,0.85097,0.85077,0.0002
2291,0.85097,0.85077,0.0002
2292,0.85097,0.85079,0.00018
2293,0.85097,0.85078,0.00019
2294,0.85097,0.85081,0.00016
2295,0.85097,0.8508,0.00017
2296,0.85097,0.85082,0.00015
2297,0.85097,0.85081,0.00016
2298,0.85097,0.85084,0.00013
2299,0.85097,0.85085,0.00012
2300,0.85097,0.85084,0.00013
2301,0.85097,0.85085,0.00012
2302,0.85097,0.85084,0.00013
2303,0.85097,0.85086,0.00011
2304,0.85097,0.85084,0.00013
2305,0.85097,0.85084,0.00013
2306,0.85097,0.85084,0.00013
2307,0.85097,0.85082,0.00015
2308,0.85097,0.85084,0.00013
2309,0.85097,0.85083,0.00014
2310,0.85097,0.85082,0.00015
2311,0.85097,0.85084,0.00013
2312,0.85097,0.85084,0.00013
2313,0.85097,0.85081,0.00016
2314,0.85097,0.85081,0.00016
2315,0.85097,0.8508,0.00017
2316,0.85097,0.8508,0.00017
2317,0.85097,0.8508,0.00017
2318,0.85097,0.85079,0.00018
2319,0.85097,0.85076,0.00021
2320,0.85097,0.85076,0.00021
2321,0.85097,0.85077,0.0002
2322,0.85097,0.85077,0.0002
2323,0.85097,0.85076,0.00021
2324,0.85097,0.85078,0.00019
2325,0.85097,0.85079,0.00018
2326,0.85097,0.85079,0.00018
2327,0.85097,0.85078,0.00019
2328,0.85097,0.85078,0.00019
2329,0.85097,0.85082,0.00015
2330,0.85097,0.85082,0.00015
2331,0.85097,0.85083,0.00014
2332,0.85097,0.85083,0.00014
2333,0.85097,0.85083,0.00014
2334,0.85097,0.8508,0.00017
2335,0.85097,0.85081,0.00016
2336,0.85097,0.85082,0.00015
2337,0.85097,0.85081,0.00016
2338,0.85097,0.8508,0.00017
2339,0.85097,0.85081,0.00016
2340,0.85097,0.85084,0.00013
2341,0.85097,0.85083,0.00014
2342,0.85097,0.85081,0.00016
2343,0.85097,0.85081,0.00016
2344,0.85097,0.85079,0.00018
2345,0.85097,0.85079,0.00018
2346,0.85097,0.85077,0.0002
2347,0.85097,0.85077,0.0002
2348,0.85097,0.85079,0.00018
2349,0.85097,0.85078,0.00019
2350,0.85097,0.85078,0.00019
2351,0.85097,0.85078,0.00019
2352,0.85097,0.85076,0.00021
2353,0.85097,0.85076,0.00021
2354,0.85097,0.85074,0.00023
2355,0.85097,0.85075,0.00022
2356,0.85097,0.85074,0.00023
2357,0.85097,0.85075,0.00022
2358,0.85097,0.85073,0.00024
2359,0.85097,0.85074,0.00023
2360,0.85097,0.85073,0.00024
2361,0.85097,0.85073,0.00024
2362,0.85097,0.85075,0.00022
2363,0.85097,0.85072,0.00025
2364,0.85072,0.85048,0.00024
2365,0.85047,0.85023,0.00024
2366,0.85022,0.84996,0.00026
2367,0.84996,0.84972,0.00024
2368,0.84971,0.84946,0.00025
2369,0.84946,0.84921,0.00025
2370,0.8492,0.84896,0.00024
2371,0.84895,0.84873,0.00022
2372,0.8487,0.84847,0.00023
2373,0.84844,0.8482,0.00024
2374,0.84819,0.84793,0.00026
2375,0.84794,0.84768,0.00026
2376,0.84769,0.84744,0.00025
2377,0.84743,0.84719,0.00024
2378,0.84718,0.84695,0.00023
2379,0.84693,0.84669,0.00024
2380,0.84667,0.84644,0.00023
2381,0.84642,0.8462,0.00022
2382,0.84617,0.84594,0.00023
2383,0.84591,0.84568,0.00023
2384,0.84566,0.84544,0.00022
2385,0.84541,0.84519,0.00022
2386,0.84516,0.84493,0.00023
2387,0.8449,0.84467,0.00023
2388,0.84465,0.84441,0.00024
2389,0.8444,0.84415,0.00025
2390,0.84414,0.84386,0.00028
2391,0.84389,0.84362,0.00027
2392,0.84364,0.84338,0.00026
2393,0.84339,0.84313,0.00026
2394,0.84313,0.8429,0.00023
2395,0.84288,0.84265,0.00023
2396,0.84263,0.84239,0.00024
2397,0.84237,0.84214,0.00023
2398,0.84212,0.84187,0.00025
2399,0.84187,0.8416,0.00027
2400,0.84161,0.84135,0.00026
2401,0.84136,0.84108,0.00028
2402,0.84111,0.84086,0.00025
2403,0.84086,0.84059,0.00027
2404,0.8406,0.84035,0.00025
2405,0.84035,0.84011,0.00024
2406,0.8401,0.83985,0.00025
2407,0.83984,0.83961,0.00023
2408,0.83959,0.83936,0.00023
2409,0.83934,0.83913,0.00021
2410,0.83908,0.83886,0.00022
2411,0.83883,0.83859,0.00024
2412,0.83858,0.83835,0.00023
2413,0.83833,0.8381,0.00023
2414,0.83815,0.83791,0.00024
2415,0.83798,0.83775,0.00023
2416,0.83781,0.83759,0.00022
2417,0.83763,0.83741,0.00022
2418,0.83746,0.83724,0.00022
2419,0.83728,0.83706,0.00022
2420,0.83711,0.83688,0.00023
2421,0.83694,0.83672,0.00022
2422,0.83676,0.83651,0.00025
2423,0.83659,0.83632,0.00027
2424,0.83642,0.83615,0.00027
2425,0.83624,0.83598,0.00026
2426,0.83607,0.83581,0.00026
2427,0.8359,0.83564,0.00026
2428,0.83572,0.83545,0.00027
2429,0.83555,0.83528,0.00027
2430,0.83538,0.8351,0.00028
2431,0.8352,0.83492,0.00028
2432,0.83503,0.83475,0.00028
2433,0.83486,0.8346,0.00026
2434,0.83468,0.8344,0.00028
2435,0.83451,0.83424,0.00027
