Time/s,True_SOC,UKF_SOC,UKF_errors
3502,0.71261,0.71272,0.00011
3503,0.71261,0.71272,0.00011
3504,0.71261,0.71273,0.00012
3505,0.71261,0.71272,0.00011
3506,0.71261,0.71273,0.00012
3507,0.71261,0.71274,0.00013
3508,0.71261,0.71271,1E-04
3509,0.71261,0.71271,1E-04
3510,0.71261,0.71271,1E-04
3511,0.71261,0.71272,0.00011
3512,0.71261,0.71271,1E-04
3513,0.71261,0.71272,0.00011
3514,0.71261,0.71271,1E-04
3515,0.71261,0.71271,1E-04
3516,0.71261,0.7127,9E-05
3517,0.71261,0.7127,9E-05
3518,0.71261,0.7127,9E-05
3519,0.71261,0.71269,8E-05
3520,0.71261,0.71269,8E-05
3521,0.71261,0.71269,8E-05
3522,0.71261,0.7127,9E-05
3523,0.71261,0.71269,8E-05
3524,0.71261,0.71271,1E-04
3525,0.71261,0.7127,9E-05
3526,0.71261,0.71272,0.00011
3527,0.71261,0.7127,9E-05
3528,0.71261,0.7127,9E-05
3529,0.71261,0.7127,9E-05
3530,0.71261,0.7127,9E-05
3531,0.71261,0.71271,1E-04
3532,0.71261,0.71273,0.00012
3533,0.71261,0.71274,0.00013
3534,0.71261,0.71274,0.00013
3535,0.71261,0.71273,0.00012
3536,0.71261,0.71274,0.00013
3537,0.71261,0.71275,0.00014
3538,0.71261,0.71276,0.00015
3539,0.71261,0.71276,0.00015
3540,0.71261,0.71277,0.00016
3541,0.71261,0.71277,0.00016
3542,0.71261,0.71277,0.00016
3543,0.71261,0.71277,0.00016
3544,0.71261,0.71275,0.00014
3545,0.71261,0.71275,0.00014
3546,0.71261,0.71276,0.00015
3547,0.71261,0.71274,0.00013
3548,0.71261,0.71272,0.00011
3549,0.71261,0.71271,1E-04
3550,0.71261,0.71271,1E-04
3551,0.71261,0.7127,9E-05
3552,0.71261,0.71271,1E-04
3553,0.71261,0.71269,8E-05
3554,0.71261,0.71269,8E-05
3555,0.71261,0.71269,8E-05
3556,0.71261,0.71267,6E-05
3557,0.71261,0.71267,6E-05
3558,0.71261,0.71268,7E-05
3559,0.71261,0.71268,7E-05
3560,0.71261,0.71269,8E-05
3561,0.71261,0.71269,8E-05
3562,0.71261,0.7127,9E-05
3563,0.71261,0.71271,1E-04
3564,0.71261,0.71269,8E-05
3565,0.71261,0.71271,1E-04
3566,0.71261,0.71271,1E-04
3567,0.71261,0.71269,8E-05
3568,0.71261,0.7127,9E-05
3569,0.71261,0.71269,8E-05
3570,0.71261,0.71271,1E-04
3571,0.71261,0.71269,8E-05
3572,0.71261,0.71272,0.00011
3573,0.71261,0.71271,1E-04
3574,0.71261,0.71271,1E-04
3575,0.71261,0.71272,0.00011
3576,0.71261,0.71271,1E-04
3577,0.71261,0.7127,9E-05
3578,0.71261,0.7127,9E-05
3579,0.71261,0.71269,8E-05
3580,0.71261,0.7127,9E-05
3581,0.71261,0.71271,1E-04
3582,0.71261,0.71271,1E-04
3583,0.71261,0.71271,1E-04
3584,0.71261,0.71272,0.00011
3585,0.71261,0.71272,0.00011
3586,0.71261,0.71274,0.00013
3587,0.71261,0.71274,0.00013
3588,0.71261,0.71275,0.00014
3589,0.71261,0.71276,0.00015
3590,0.71261,0.71276,0.00015
3591,0.71261,0.71277,0.00016
3592,0.71261,0.71275,0.00014
3593,0.71261,0.71276,0.00015
3594,0.71261,0.71277,0.00016
3595,0.71261,0.71278,0.00017
3596,0.71261,0.71277,0.00016
3597,0.71261,0.71276,0.00015
3598,0.71261,0.71276,0.00015
3599,0.71261,0.71276,0.00015
3600,0.71261,0.71276,0.00015
3601,0.71261,0.71275,0.00014
3602,0.71261,0.71275,0.00014
3603,0.71261,0.71276,0.00015
3604,0.71261,0.71276,0.00015
3605,0.71261,0.71277,0.00016
3606,0.71261,0.71276,0.00015
3607,0.71261,0.71275,0.00014
3608,0.71261,0.71274,0.00013
3609,0.71261,0.71275,0.00014
3610,0.71261,0.71275,0.00014
3611,0.71261,0.71275,0.00014
3612,0.71261,0.71275,0.00014
3613,0.71261,0.71275,0.00014
3614,0.71238,0.7125,0.00012
3615,0.71215,0.71228,0.00013
3616,0.71192,0.71204,0.00012
3617,0.71169,0.71181,0.00012
3618,0.71145,0.71157,0.00012
3619,0.71122,0.71133,0.00011
3620,0.71099,0.71109,1E-04
3621,0.71076,0.71086,0.0001
3622,0.71052,0.71063,0.00011
3623,0.71029,0.71038,9E-05
3624,0.71006,0.71015,9E-05
3625,0.70983,0.70993,1E-04
3626,0.7096,0.70969,9E-05
3627,0.70936,0.70947,0.00011
3628,0.70913,0.70924,0.00011
3629,0.7089,0.709,1E-04
3630,0.70867,0.70877,1E-04
3631,0.70844,0.70855,0.00011
3632,0.7082,0.70831,0.00011
3633,0.70797,0.70808,0.00011
3634,0.70774,0.70784,1E-04
3635,0.70751,0.70762,0.00011
3636,0.70728,0.70738,1E-04
3637,0.70704,0.70716,0.00012
3638,0.70681,0.70692,0.00011
3639,0.70658,0.70669,0.00011
3640,0.70635,0.70646,0.00011
3641,0.70612,0.70623,0.00011
3642,0.70588,0.70601,0.00013
3643,0.70565,0.70578,0.00013
3644,0.70542,0.70554,0.00012
3645,0.70519,0.70532,0.00013
3646,0.70496,0.70509,0.00013
3647,0.70472,0.70487,0.00015
3648,0.70449,0.70463,0.00014
3649,0.70426,0.70437,0.00011
3650,0.70403,0.70412,9E-05
3651,0.70379,0.70389,1E-04
3652,0.70356,0.70368,0.00012
3653,0.70333,0.70344,0.00011
3654,0.7031,0.70322,0.00012
3655,0.70287,0.70298,0.00011
3656,0.70263,0.70274,0.00011
3657,0.7024,0.70252,0.00012
3658,0.70217,0.7023,0.00013
3659,0.70194,0.70207,0.00013
3660,0.70171,0.70185,0.00014
3661,0.70147,0.70163,0.00016
3662,0.70124,0.7014,0.00016
3663,0.70101,0.70117,0.00016
3664,0.70078,0.70094,0.00016
3665,0.70055,0.7007,0.00015
3666,0.70031,0.70045,0.00014
3667,0.70008,0.70022,0.00014
3668,0.69985,0.69998,0.00013
3669,0.69962,0.69976,0.00014
3670,0.69939,0.69952,0.00013
3671,0.69915,0.6993,0.00015
3672,0.69892,0.69906,0.00014
3673,0.69869,0.69882,0.00013
3674,0.69846,0.69859,0.00013
3675,0.69822,0.69835,0.00013
3676,0.69799,0.69812,0.00013
3677,0.69776,0.69789,0.00013
3678,0.69753,0.69765,0.00012
3679,0.6973,0.69742,0.00012
3680,0.69706,0.69719,0.00013
3681,0.69683,0.69697,0.00014
3682,0.6966,0.69674,0.00014
3683,0.69637,0.69651,0.00014
3684,0.69614,0.69628,0.00014
3685,0.6959,0.69604,0.00014
3686,0.69567,0.69579,0.00012
3687,0.69544,0.69556,0.00012
3688,0.69521,0.69534,0.00013
3689,0.69498,0.69511,0.00013
3690,0.69474,0.69487,0.00013
3691,0.69451,0.69464,0.00013
3692,0.69428,0.69441,0.00013
3693,0.69405,0.69419,0.00014
3694,0.69382,0.69394,0.00012
3695,0.69358,0.69371,0.00013
3696,0.69335,0.69348,0.00013
3697,0.69312,0.69325,0.00013
3698,0.69289,0.69302,0.00013
3699,0.69265,0.69279,0.00014
3700,0.69242,0.69255,0.00013
3701,0.69219,0.69232,0.00013
3702,0.69196,0.69209,0.00013
3703,0.69173,0.69185,0.00012
3704,0.69149,0.69161,0.00012
3705,0.69126,0.69139,0.00013
3706,0.69103,0.69115,0.00012
3707,0.6908,6.91E-01,0.00013
3708,0.69057,6.91E-01,0.00013
3709,0.69033,6.90E-01,0.00014
3710,0.6901,6.90E-01,0.00014
3711,0.68987,6.90E-01,0.00013
3712,0.68964,6.90E-01,0.00014
3713,0.68941,6.90E-01,0.00014
3714,0.68898,0.68912,0.00014
3715,0.68856,6.89E-01,0.00014
3716,0.68813,6.88E-01,0.00015
3717,0.68771,6.88E-01,0.00014
3718,0.68728,6.87E-01,0.00016
3719,0.68686,6.87E-01,0.00014
3720,0.68644,6.87E-01,0.00014
3721,0.68601,6.86E-01,0.00015
3722,0.68559,6.86E-01,0.00016
3723,0.68516,6.85E-01,0.00016
3724,0.68474,6.85E-01,0.00015
3725,0.68431,6.84E-01,0.00015
3726,0.68389,6.84E-01,0.00015
3727,0.68347,6.84E-01,0.00015
3728,0.68304,6.83E-01,0.00016
3729,0.68262,6.83E-01,0.00015
3730,0.68219,6.82E-01,0.00015
3731,0.68177,6.82E-01,0.00015
3732,0.68135,6.81E-01,0.00014
3733,0.68092,6.81E-01,0.00014
3734,0.6805,6.81E-01,0.00014
3735,0.68007,6.80E-01,0.00014
3736,0.67965,6.80E-01,0.00014
3737,0.67922,6.79E-01,0.00014
3738,0.6788,6.79E-01,0.00014
3739,0.67838,6.79E-01,0.00013
3740,0.67795,6.78E-01,0.00014
3741,0.67753,6.78E-01,0.00014
3742,0.6771,6.77E-01,0.00015
3743,0.67668,6.77E-01,0.00015
3744,0.67625,6.76E-01,0.00015
3745,0.67583,6.76E-01,0.00016
3746,0.67541,6.76E-01,0.00015
3747,0.67498,6.75E-01,0.00016
3748,0.67456,6.75E-01,0.00015
3749,0.67413,6.74E-01,0.00016
3750,0.67371,6.74E-01,0.00015
3751,0.67328,6.73E-01,0.00015
3752,0.67286,6.73E-01,0.00015
3753,0.67244,6.73E-01,0.00015
3754,0.67201,6.72E-01,0.00015
3755,0.67159,6.72E-01,0.00014
3756,0.67116,6.71E-01,0.00014
3757,0.67074,6.71E-01,0.00014
3758,0.67032,6.70E-01,0.00014
3759,0.66989,6.70E-01,0.00014
3760,0.66947,6.70E-01,0.00013
3761,0.66904,6.69E-01,0.00013
3762,0.66862,6.69E-01,0.00013
3763,0.66819,6.68E-01,0.00012
3764,0.66777,6.68E-01,0.00013
3765,0.66735,6.67E-01,0.00013
3766,0.66692,6.67E-01,0.00013
3767,0.6665,6.67E-01,0.00012
3768,0.66607,6.66E-01,0.00012
3769,0.66565,6.66E-01,0.00011
3770,0.66522,6.65E-01,0.00012
3771,0.6648,6.65E-01,0.00012
3772,0.66438,6.65E-01,0.00012
3773,0.66395,6.64E-01,0.00012
3774,0.66353,6.64E-01,0.00013
3775,0.6631,6.63E-01,0.00013
3776,0.66268,6.63E-01,0.00013
3777,0.66225,6.62E-01,0.00014
3778,0.66183,6.62E-01,0.00012
3779,0.66141,6.62E-01,0.00011
3780,0.66098,6.61E-01,0.00012
3781,0.66056,6.61E-01,0.00012
3782,0.66013,6.60E-01,0.00013
3783,0.65971,6.60E-01,0.00013
3784,0.65929,6.59E-01,0.00013
3785,0.65886,6.59E-01,0.00013
3786,0.65844,6.59E-01,0.00011
3787,0.65801,6.58E-01,0.00012
3788,0.65759,6.58E-01,0.00012
3789,0.65716,6.57E-01,0.00012
3790,0.65674,6.57E-01,0.00013
3791,0.65632,6.56E-01,0.00012
3792,0.65589,6.56E-01,0.00012
3793,0.65547,6.56E-01,0.00011
3794,0.65504,6.55E-01,0.00013
3795,0.65462,6.55E-01,0.00013
3796,0.65419,6.54E-01,0.00012
3797,0.65377,6.54E-01,0.00011
3798,0.65335,6.53E-01,0.00011
3799,0.65292,6.53E-01,0.0001
3800,0.6525,6.53E-01,1E-04
3801,0.65207,6.52E-01,1E-04
3802,0.65165,6.52E-01,8E-05
3803,0.65122,6.51E-01,1E-04
3804,0.6508,6.51E-01,9E-05
3805,0.65038,6.50E-01,9E-05
3806,0.64995,6.50E-01,1E-04
3807,0.64953,6.50E-01,1E-04
3808,0.6491,6.49E-01,0.00012
3809,0.64868,6.49E-01,1E-04
3810,0.64826,6.48E-01,0.00011
3811,0.64783,6.48E-01,0.00011
3812,0.64741,6.48E-01,0.00011
3813,0.64698,6.47E-01,0.00011
3814,0.64692,6.47E-01,0.00011
3815,0.64685,6.47E-01,0.00012
3816,0.64679,6.47E-01,0.00011
3817,0.64672,6.47E-01,0.00013
3818,0.64666,6.47E-01,0.00013
3819,0.64659,6.47E-01,0.00016
3820,0.64653,6.47E-01,0.00014
3821,0.64646,6.47E-01,0.00014
3822,0.6464,6.47E-01,0.00013
3823,0.64633,6.46E-01,0.00014
3824,0.64627,6.46E-01,0.00013
3825,0.6462,6.46E-01,0.00012
3826,0.64614,6.46E-01,0.00013
3827,0.64607,6.46E-01,0.00013
3828,0.64601,6.46E-01,1E-04
3829,0.64594,6.46E-01,0.00011
3830,0.64588,6.46E-01,0.00011
3831,0.64581,6.46E-01,0.00011
3832,0.64575,6.46E-01,0.00011
3833,0.64568,6.46E-01,0.00011
3834,0.64562,6.46E-01,0.00011
3835,0.64555,6.46E-01,0.00012
3836,0.64549,6.46E-01,0.00012
3837,0.64542,6.46E-01,0.00014
3838,0.64536,6.45E-01,0.00012
3839,0.64529,6.45E-01,0.00013
3840,0.64523,6.45E-01,0.00012
3841,0.64516,6.45E-01,0.00012
3842,0.6451,6.45E-01,1E-04
3843,0.64503,6.45E-01,0.00011
3844,0.64497,6.45E-01,0.00011
3845,0.6449,6.45E-01,0.00011
3846,0.64484,6.45E-01,0.00011
3847,0.64477,6.45E-01,0.00012
3848,0.64471,6.45E-01,0.00011
3849,0.64464,6.45E-01,0.00012
3850,0.64458,6.45E-01,0.00013
3851,0.64451,6.45E-01,0.00013
3852,0.64445,6.45E-01,0.00014
3853,0.64438,6.45E-01,0.00013
3854,0.64432,6.44E-01,0.00013
3855,0.64425,6.44E-01,0.00013
3856,0.64419,6.44E-01,0.00014
3857,0.64412,6.44E-01,0.00014
3858,0.64406,6.44E-01,0.00013
3859,0.64399,6.44E-01,0.00013
3860,0.64393,6.44E-01,0.00013
3861,0.64386,6.44E-01,0.00013
3862,0.6438,6.44E-01,0.00012
3863,0.64373,6.44E-01,0.00013
3864,0.64367,6.44E-01,0.00012
3865,0.6436,6.44E-01,0.00011
3866,0.64354,6.44E-01,8E-05
3867,0.64347,6.44E-01,8E-05
3868,0.64341,6.44E-01,9E-05
3869,0.64334,6.43E-01,1E-04
3870,0.64328,6.43E-01,1E-04
3871,0.64321,6.43E-01,0.0001
3872,0.64315,6.43E-01,0.00011
3873,0.64308,6.43E-01,0.00011
3874,0.64302,6.43E-01,0.00011
3875,0.64295,6.43E-01,0.00012
3876,0.64289,6.43E-01,0.00012
3877,0.64282,6.43E-01,0.00011
3878,0.64276,6.43E-01,0.00012
3879,0.64269,6.43E-01,0.00012
3880,0.64263,6.43E-01,0.00011
3881,0.64256,6.43E-01,0.00011
3882,0.6425,6.43E-01,0.00011
3883,0.64243,6.43E-01,0.00011
3884,0.64237,6.42E-01,0.00011
3885,0.6423,6.42E-01,0.00012
3886,0.64224,6.42E-01,0.00011
3887,0.64217,6.42E-01,0.00011
3888,0.64211,6.42E-01,0.00012
3889,0.64204,6.42E-01,0.00011
3890,0.64198,6.42E-01,1E-04
3891,0.64191,6.42E-01,1E-04
3892,0.64185,6.42E-01,1E-04
3893,0.64178,6.42E-01,0.00011
3894,0.64172,6.42E-01,0.00011
3895,0.64165,6.42E-01,0.00012
3896,0.64159,6.42E-01,9E-05
3897,0.64152,6.42E-01,1E-04
3898,0.64146,6.42E-01,9E-05
3899,0.64139,6.41E-01,9E-05
3900,0.64133,6.41E-01,9E-05
3901,0.64126,6.41E-01,9E-05
3902,0.6412,6.41E-01,8E-05
3903,0.64113,6.41E-01,7E-05
3904,0.64107,6.41E-01,7E-05
3905,0.641,6.41E-01,6E-05
3906,0.64094,6.41E-01,6E-05
3907,0.64087,6.41E-01,8E-05
3908,0.64081,6.41E-01,7E-05
3909,0.64074,6.41E-01,7E-05
3910,0.64068,6.41E-01,5E-05
3911,0.64061,6.41E-01,7E-05
3912,0.64055,6.41E-01,5E-05
3913,0.64048,6.41E-01,6E-05
3914,0.64013,6.40E-01,6E-05
3915,0.63978,6.40E-01,7E-05
3916,0.63943,6.40E-01,7E-05
3917,0.63908,6.39E-01,7E-05
3918,0.63872,6.39E-01,7E-05
3919,0.63837,6.38E-01,6E-05
3920,0.63802,6.38E-01,5E-05
3921,0.63767,6.38E-01,4E-05
3922,0.63732,6.37E-01,4E-05
3923,0.63696,6.37E-01,6E-05
3924,0.63661,6.37E-01,4E-05
3925,0.63626,6.36E-01,4E-05
3926,0.63591,6.36E-01,5E-05
3927,0.63556,6.36E-01,4E-05
3928,0.6352,6.35E-01,6E-05
3929,0.63485,6.35E-01,5E-05
3930,0.6345,6.35E-01,5E-05
3931,0.63415,6.34E-01,3E-05
3932,0.6338,6.34E-01,2E-05
3933,0.63345,6.33E-01,2E-05
3934,0.63309,6.33E-01,5E-05
3935,0.63274,6.33E-01,4E-05
3936,0.63239,6.32E-01,5E-05
3937,0.63204,6.32E-01,4E-05
3938,0.63169,6.32E-01,4E-05
3939,0.63133,6.31E-01,5E-05
3940,0.63098,6.31E-01,6E-05
3941,0.63063,6.31E-01,5E-05
3942,0.63028,6.30E-01,5E-05
3943,0.62993,6.30E-01,5E-05
3944,0.62958,6.30E-01,5E-05
3945,0.62922,6.29E-01,5E-05
3946,0.62887,6.29E-01,5E-05
3947,0.62852,6.29E-01,5E-05
3948,0.62817,6.28E-01,4E-05
3949,0.62782,6.28E-01,3E-05
3950,0.62746,6.27E-01,3E-05
3951,0.62711,6.27E-01,3E-05
3952,0.62676,6.27E-01,4E-05
3953,0.62641,6.26E-01,5E-05
3954,0.62606,6.26E-01,4E-05
3955,0.6257,6.26E-01,5E-05
3956,0.62535,6.25E-01,3E-05
3957,0.625,6.25E-01,3E-05
3958,0.62465,6.25E-01,3E-05
3959,0.6243,6.24E-01,3E-05
3960,0.62395,6.24E-01,3E-05
3961,0.62359,6.24E-01,4E-05
3962,0.62324,6.23E-01,5E-05
3963,0.62289,6.23E-01,4E-05
3964,0.62289,6.23E-01,3E-05
3965,0.62289,6.23E-01,2E-05
3966,0.62289,6.23E-01,3E-05
3967,0.62289,6.23E-01,3E-05
3968,0.62289,6.23E-01,3E-05
3969,0.62289,6.23E-01,3E-05
3970,0.62289,6.23E-01,2E-05
3971,0.62289,6.23E-01,2E-05
3972,0.62289,6.23E-01,2E-05
3973,0.62289,6.23E-01,1E-05
3974,0.62289,6.23E-01,0
3975,0.62289,6.23E-01,1E-05
3976,0.62289,6.23E-01,1E-05
3977,0.62289,6.23E-01,1E-05
3978,0.62289,6.23E-01,1E-05
3979,0.62289,6.23E-01,2E-05
3980,0.62289,6.23E-01,2E-05
3981,0.62289,6.23E-01,2E-05
3982,0.62289,6.23E-01,3E-05
3983,0.62289,6.23E-01,2E-05
3984,0.62289,6.23E-01,3E-05
3985,0.62289,6.23E-01,3E-05
3986,0.62289,6.23E-01,3E-05
3987,0.62289,6.23E-01,3E-05
3988,0.62289,6.23E-01,3E-05
3989,0.62289,6.23E-01,2E-05
3990,0.62289,6.23E-01,2E-05
3991,0.62289,6.23E-01,3E-05
3992,0.62289,6.23E-01,1E-05
3993,0.62289,6.23E-01,1E-05
3994,0.62289,6.23E-01,1E-05
3995,0.62289,6.23E-01,2E-05
3996,0.62289,6.23E-01,3E-05
3997,0.62289,6.23E-01,2E-05
3998,0.62289,6.23E-01,1E-05
3999,0.62289,6.23E-01,1E-05
4000,0.62289,6.23E-01,0
4001,0.62289,6.23E-01,1E-05
4002,0.62289,6.23E-01,2E-05
4003,0.62289,6.23E-01,1E-05
4004,0.62289,6.23E-01,1E-05
4005,0.62289,6.23E-01,0
4006,0.62289,6.23E-01,2E-05
4007,0.62289,6.23E-01,2E-05
4008,0.62289,6.23E-01,1E-05
4009,0.62289,0.6229,1E-05
4010,0.62289,0.62289,0
4011,0.62289,6.23E-01,0
4012,0.62289,6.23E-01,2E-05
4013,0.62289,6.23E-01,1E-05
4014,0.62253,6.23E-01,1E-05
4015,0.62218,0.62216,2E-05
4016,0.62182,6.22E-01,3E-05
4017,0.62147,0.62144,3E-05
4018,0.62111,6.21E-01,3E-05
4019,0.62076,6.21E-01,3E-05
4020,0.6204,6.20E-01,5E-05
4021,0.62005,6.20E-01,5E-05
4022,0.61969,6.20E-01,4E-05
4023,0.61934,6.19E-01,3E-05
4024,0.61898,6.19E-01,3E-05
4025,0.61863,6.19E-01,5E-05
4026,0.61827,6.18E-01,5E-05
4027,0.61791,6.18E-01,5E-05
4028,0.61756,6.18E-01,5E-05
4029,0.6172,6.17E-01,5E-05
4030,0.61685,6.17E-01,6E-05
4031,0.61649,6.16E-01,5E-05
4032,0.61614,6.16E-01,5E-05
4033,0.61578,6.16E-01,4E-05
4034,0.61543,6.15E-01,5E-05
4035,0.61507,6.15E-01,3E-05
4036,0.61472,6.15E-01,5E-05
4037,0.61436,6.14E-01,4E-05
4038,0.61401,6.14E-01,5E-05
4039,0.61365,6.14E-01,4E-05
4040,0.61329,6.13E-01,4E-05
4041,0.61294,6.13E-01,4E-05
4042,0.61258,6.13E-01,3E-05
4043,0.61223,6.12E-01,3E-05
4044,0.61187,6.12E-01,2E-05
4045,0.61152,6.11E-01,3E-05
4046,0.61116,6.11E-01,3E-05
4047,0.61081,6.11E-01,4E-05
4048,0.61045,6.10E-01,3E-05
4049,0.6101,6.10E-01,4E-05
4050,0.60974,6.10E-01,5E-05
4051,0.60939,6.09E-01,5E-05
4052,0.60903,0.60899,4E-05
4053,0.60867,6.09E-01,4E-05
4054,0.60832,6.08E-01,4E-05
4055,0.60796,6.08E-01,3E-05
4056,0.60761,6.08E-01,4E-05
4057,0.60725,6.07E-01,4E-05
4058,0.6069,6.07E-01,5E-05
4059,0.60654,6.07E-01,4E-05
4060,0.60619,6.06E-01,5E-05
4061,0.60583,6.06E-01,4E-05
4062,0.60548,6.05E-01,4E-05
4063,0.60512,6.05E-01,4E-05
4064,0.60477,6.05E-01,5E-05
4065,0.60441,6.04E-01,5E-05
4066,0.60406,6.04E-01,5E-05
4067,0.6037,6.04E-01,4E-05
4068,0.60334,6.03E-01,3E-05
4069,0.60299,6.03E-01,3E-05
4070,0.60263,6.03E-01,3E-05
4071,0.60228,6.02E-01,3E-05
4072,0.60192,6.02E-01,4E-05
4073,0.60157,6.02E-01,4E-05
4074,0.60121,6.01E-01,2E-05
4075,0.60086,6.01E-01,2E-05
4076,0.6005,6.00E-01,2E-05
4077,0.60015,6.00E-01,3E-05
4078,0.59979,6.00E-01,2E-05
4079,0.59944,5.99E-01,4E-05
4080,0.59908,5.99E-01,3E-05
4081,0.59872,5.99E-01,2E-05
4082,0.59837,5.98E-01,2E-05
4083,0.59801,5.98E-01,1E-05
4084,0.59766,5.98E-01,1E-05
4085,0.5973,5.97E-01,2E-05
4086,0.59695,5.97E-01,3E-05
4087,0.59659,5.97E-01,2E-05
4088,0.59624,5.96E-01,3E-05
4089,0.59588,5.96E-01,2E-05
4090,0.59553,5.96E-01,2E-05
4091,0.59517,5.95E-01,1E-05
4092,0.59482,5.95E-01,1E-05
4093,0.59446,5.94E-01,1E-05
4094,0.5941,5.94E-01,0
4095,0.59375,5.94E-01,2E-05
4096,0.59339,5.93E-01,1E-05
4097,0.59304,0.59302,2E-05
4098,0.59268,5.93E-01,1E-05
4099,0.59233,5.92E-01,2E-05
4100,0.59197,5.92E-01,1E-05
4101,0.59162,5.92E-01,2E-05
4102,0.59126,5.91E-01,1E-05
4103,0.59091,5.91E-01,1E-05
4104,0.59055,5.91E-01,0
4105,0.5902,5.90E-01,1E-05
4106,0.58984,5.90E-01,1E-05
4107,0.58948,5.89E-01,0
4108,0.58913,5.89E-01,0
4109,0.58877,5.89E-01,0
4110,0.58842,5.88E-01,1E-05
4111,0.58806,5.88E-01,1E-05
4112,0.58771,5.88E-01,1E-05
4113,0.58735,5.87E-01,1E-05
4114,0.58735,5.87E-01,2E-05
4115,0.58735,5.87E-01,1E-05
4116,0.58735,5.87E-01,2E-05
4117,0.58735,5.87E-01,1E-05
4118,0.58735,5.87E-01,2E-05
4119,0.58735,5.87E-01,2E-05
4120,0.58735,5.87E-01,3E-05
4121,0.58735,5.87E-01,3E-05
4122,0.58735,5.87E-01,3E-05
4123,0.58735,5.87E-01,3E-05
4124,0.58735,5.87E-01,2E-05
4125,0.58735,5.87E-01,2E-05
4126,0.58735,5.87E-01,2E-05
4127,0.58735,5.87E-01,3E-05
4128,0.58735,5.87E-01,2E-05
4129,0.58735,5.87E-01,1E-05
4130,0.58735,5.87E-01,1E-05
4131,0.58735,5.87E-01,1E-05
4132,0.58735,5.87E-01,2E-05
4133,0.58735,5.87E-01,2E-05
4134,0.58735,5.87E-01,2E-05
4135,0.58735,5.87E-01,2E-05
4136,0.58735,5.87E-01,2E-05
4137,0.58735,5.87E-01,1E-05
4138,0.58735,5.87E-01,2E-05
4139,0.58735,5.87E-01,2E-05
4140,0.58735,5.87E-01,2E-05
4141,0.58735,5.87E-01,2E-05
4142,0.58735,5.87E-01,1E-05
4143,0.58735,5.87E-01,2E-05
4144,0.58735,5.87E-01,1E-05
4145,0.58735,5.87E-01,2E-05
4146,0.58735,5.87E-01,3E-05
4147,0.58735,5.87E-01,3E-05
4148,0.58735,5.87E-01,3E-05
4149,0.58735,5.87E-01,4E-05
4150,0.58735,5.87E-01,4E-05
4151,0.58735,5.87E-01,4E-05
4152,0.58735,5.87E-01,4E-05
4153,0.58735,5.87E-01,4E-05
4154,0.58735,5.87E-01,4E-05
4155,0.58735,5.87E-01,5E-05
4156,0.58735,5.87E-01,5E-05
4157,0.58735,5.87E-01,5E-05
4158,0.58735,5.87E-01,6E-05
4159,0.58735,5.87E-01,6E-05
4160,0.58735,5.87E-01,6E-05
4161,0.58735,5.87E-01,6E-05
4162,0.58735,5.87E-01,6E-05
4163,0.58735,5.87E-01,6E-05
4164,0.58697,5.87E-01,6E-05
4165,0.5866,5.87E-01,7E-05
4166,0.58622,5.86E-01,6E-05
4167,0.58584,5.86E-01,6E-05
4168,0.58546,5.85E-01,6E-05
4169,0.58508,5.85E-01,6E-05
4170,0.5847,5.85E-01,6E-05
4171,0.58432,5.84E-01,6E-05
4172,0.58395,5.84E-01,7E-05
4173,0.58357,5.84E-01,6E-05
4174,0.58319,5.83E-01,7E-05
4175,0.58281,5.83E-01,7E-05
4176,0.58243,5.82E-01,7E-05
4177,0.58205,5.82E-01,7E-05
4178,0.58167,5.82E-01,7E-05
4179,0.5813,5.81E-01,8E-05
4180,0.58092,5.81E-01,8E-05
4181,0.58054,5.80E-01,8E-05
4182,0.58016,5.80E-01,8E-05
4183,0.57978,5.80E-01,8E-05
4184,0.5794,5.79E-01,7E-05
4185,0.57902,5.79E-01,7E-05
4186,0.57864,5.79E-01,7E-05
4187,0.57827,5.78E-01,7E-05
4188,0.57789,5.78E-01,7E-05
4189,0.57751,5.77E-01,7E-05
4190,0.57713,5.77E-01,7E-05
4191,0.57675,5.77E-01,7E-05
4192,0.57637,5.76E-01,6E-05
4193,0.57599,5.76E-01,6E-05
4194,0.57562,5.76E-01,7E-05
4195,0.57524,5.75E-01,7E-05
4196,0.57486,5.75E-01,7E-05
4197,0.57448,5.74E-01,7E-05
4198,0.5741,5.74E-01,7E-05
4199,0.57372,5.74E-01,7E-05
4200,0.57334,5.73E-01,6E-05
4201,0.57297,5.73E-01,6E-05
4202,0.57259,5.73E-01,6E-05
4203,0.57221,5.72E-01,7E-05
4204,0.57183,5.72E-01,6E-05
4205,0.57145,5.71E-01,6E-05
4206,0.57107,5.71E-01,6E-05
4207,0.57069,5.71E-01,6E-05
4208,0.57032,5.70E-01,7E-05
4209,0.56994,5.70E-01,6E-05
4210,0.56956,5.70E-01,6E-05
4211,0.56918,5.69E-01,7E-05
4212,0.5688,5.69E-01,6E-05
4213,0.56842,5.68E-01,6E-05
4214,0.56833,5.68E-01,7E-05
4215,0.56823,5.68E-01,7E-05
4216,0.56814,5.68E-01,7E-05
4217,0.56804,5.68E-01,6E-05
4218,0.56795,5.68E-01,7E-05
4219,0.56785,5.68E-01,6E-05
4220,0.56776,5.68E-01,8E-05
4221,0.56766,5.68E-01,7E-05
4222,0.56756,5.68E-01,6E-05
